TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.021336	0.025184	0.070976	0.124417	0.270866	0.045061	0.075892	0.027551	0.014346	0.008989	0.019293	0.101141	0.037981	0.069891	0.042420	0.044656
None	0.098762	0.091896	0.003343	0.007170	0.004821	0.002424	0.029096	0.007414	0.002025	0.004155	0.014665	0.042779	0.017800	0.007498	0.291265	0.374888
of	0.063044	0.124258	0.029189	0.044996	0.058302	0.012870	0.051410	0.007783	0.002406	0.007571	0.020294	0.104786	0.052517	0.081586	0.152298	0.186689
the	0.077523	0.053234	0.027253	0.063717	0.140371	0.028293	0.084744	0.008006	0.002519	0.005344	0.018212	0.041930	0.054454	0.074300	0.142171	0.177930
original	0.026099	0.017712	0.014896	0.058183	0.249275	0.061219	0.142639	0.002354	0.001006	0.002722	0.011475	0.016890	0.054595	0.093176	0.107497	0.140262
buildings	0.028626	0.033721	0.074033	0.069932	0.172080	0.130112	0.103877	0.001428	0.000468	0.001000	0.006054	0.016748	0.022006	0.190709	0.063961	0.085243
in	0.053231	0.013108	0.012460	0.029084	0.176146	0.096154	0.064082	0.008507	0.004968	0.004083	0.017794	0.008757	0.015753	0.027600	0.200718	0.267555
En	0.016113	0.004304	0.004626	0.015444	0.061746	0.009047	0.069612	0.028605	0.021966	0.017664	0.036948	0.004127	0.005281	0.003480	0.271425	0.429612
##ga	0.006303	0.001201	0.002790	0.007294	0.018394	0.003940	0.020658	0.034690	0.027780	0.026241	0.043728	0.001090	0.001528	0.001123	0.295770	0.507469
##ku	0.011712	0.002535	0.009480	0.024985	0.100878	0.026024	0.053831	0.034882	0.022938	0.017424	0.055271	0.002132	0.004288	0.003594	0.237537	0.392489
##ji	0.014543	0.006496	0.006814	0.012731	0.063494	0.012405	0.039152	0.014834	0.014248	0.005483	0.022419	0.006482	0.006395	0.006329	0.298009	0.470167
are	0.113172	0.143826	0.006332	0.009860	0.005020	0.001453	0.039251	0.008371	0.001641	0.002812	0.014949	0.162453	0.066824	0.010776	0.181555	0.231706
still	0.193906	0.109710	0.003450	0.007847	0.004609	0.001832	0.054142	0.009105	0.002118	0.001931	0.012142	0.079211	0.081437	0.008840	0.191977	0.237741
remaining	0.080083	0.126344	0.016282	0.022838	0.019532	0.009844	0.171099	0.008417	0.002098	0.003872	0.022223	0.055420	0.066989	0.037906	0.156694	0.200359
.	0.019030	0.017996	0.014787	0.013605	0.020857	0.028308	0.011047	0.026117	0.024745	0.023063	0.020369	0.009697	0.010156	0.010489	0.334964	0.414770
[SEP]	0.017052	0.018660	0.015828	0.014754	0.021074	0.031442	0.012152	0.032154	0.032670	0.027046	0.023590	0.009675	0.010228	0.010721	0.324052	0.398902
