TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.001733	0.032609	0.029952	0.033492	0.063904	0.051057	0.040848	0.012309	0.008617	0.011304	0.017857	0.096250	0.033846	0.081858	0.226806	0.257557
None	0.015571	0.018355	0.001855	0.001374	0.001212	0.003315	0.000292	0.000463	0.000149	0.000536	0.000127	0.014120	0.008955	0.009091	0.379388	0.545196
of	0.021641	0.006907	0.004535	0.003288	0.004022	0.007778	0.000689	0.000266	0.000178	0.000779	0.000177	0.002977	0.001465	0.008202	0.391134	0.545962
the	0.029026	0.005127	0.002386	0.002520	0.002261	0.005080	0.000458	0.000179	0.000079	0.000391	0.000149	0.002147	0.001073	0.006333	0.383275	0.559515
original	0.027977	0.003769	0.001870	0.001528	0.005756	0.004722	0.001040	0.000471	0.000214	0.001432	0.000274	0.000820	0.000828	0.004273	0.389943	0.555082
buildings	0.014480	0.008416	0.002425	0.001389	0.003557	0.017323	0.000133	0.000068	0.000057	0.000351	0.000187	0.003352	0.001202	0.006739	0.392351	0.547969
in	0.038101	0.002020	0.000480	0.000445	0.002307	0.000702	0.048045	0.002951	0.001766	0.009919	0.009655	0.000721	0.000723	0.002653	0.394617	0.484893
En	0.026548	0.001068	0.000118	0.000152	0.000282	0.000058	0.001405	0.162377	0.006206	0.013747	0.005139	0.000251	0.000870	0.000277	0.361058	0.420444
##ga	0.008806	0.000183	0.000093	0.000080	0.000071	0.000026	0.000270	0.001705	0.083116	0.006848	0.000794	0.000052	0.000186	0.000097	0.396287	0.501387
##ku	0.068307	0.002175	0.000382	0.000640	0.001139	0.000815	0.002199	0.008554	0.008797	0.025678	0.003994	0.000418	0.001349	0.001525	0.407432	0.466597
##ji	0.073894	0.002948	0.000771	0.001133	0.002356	0.001641	0.008579	0.004949	0.002157	0.006348	0.025341	0.000903	0.001660	0.003472	0.382466	0.481383
are	0.024258	0.004615	0.000309	0.000307	0.000289	0.000851	0.000196	0.000085	0.000040	0.000358	0.000134	0.010770	0.001786	0.003170	0.370157	0.582674
still	0.031392	0.003892	0.000212	0.000285	0.000423	0.000592	0.000165	0.000330	0.000163	0.000735	0.000261	0.004374	0.003430	0.002286	0.370373	0.581087
remaining	0.012959	0.001662	0.000337	0.000567	0.000859	0.001119	0.000278	0.000142	0.000111	0.000627	0.000291	0.002181	0.001218	0.003923	0.387608	0.586119
.	0.007295	0.004114	0.001209	0.001065	0.001774	0.000883	0.000489	0.004289	0.003819	0.009598	0.001585	0.001112	0.001715	0.000910	0.428045	0.532099
[SEP]	0.008247	0.004955	0.001512	0.001263	0.002156	0.000999	0.000583	0.005621	0.005237	0.012300	0.002095	0.001283	0.002025	0.001001	0.423958	0.526765
