TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.144395	0.058716	0.028381	0.041901	0.076722	0.154959	0.041151	0.018348	0.073941	0.016482	0.011690	0.022544	0.009532	0.014250	0.136505	0.150484
None	0.006771	0.009133	0.003022	0.002956	0.003542	0.005502	0.002703	0.005489	0.004255	0.004191	0.005202	0.003764	0.002462	0.002283	0.424299	0.514426
of	0.002060	0.001230	0.000927	0.000704	0.001175	0.004647	0.001527	0.000877	0.000700	0.000496	0.001515	0.000259	0.000149	0.000239	0.437913	0.545582
the	0.002062	0.000901	0.000544	0.000478	0.000838	0.002764	0.000999	0.000917	0.000798	0.000809	0.001482	0.000188	0.000119	0.000166	0.438037	0.548898
original	0.003113	0.000957	0.000665	0.000962	0.004486	0.005677	0.002752	0.000819	0.000659	0.000521	0.001250	0.000235	0.000211	0.000437	0.437840	0.539415
buildings	0.006989	0.002088	0.001147	0.001275	0.002858	0.013743	0.004653	0.003910	0.006613	0.005112	0.004426	0.000629	0.000358	0.000556	0.427871	0.517773
in	0.010691	0.003418	0.003987	0.003868	0.007013	0.016001	0.005276	0.001976	0.001959	0.000804	0.001663	0.001139	0.000775	0.001946	0.427684	0.511801
En	0.005272	0.002797	0.001080	0.001354	0.002498	0.004116	0.005033	0.047043	0.012837	0.010620	0.021890	0.000376	0.000339	0.000483	0.405811	0.478452
##ga	0.003904	0.000704	0.000233	0.000500	0.000920	0.002113	0.004577	0.016295	0.020697	0.007940	0.015487	0.000147	0.000125	0.000168	0.418405	0.507785
##ku	0.003349	0.001280	0.000446	0.000855	0.001931	0.003261	0.005350	0.006802	0.004618	0.004090	0.009289	0.000341	0.000233	0.000336	0.436697	0.521122
##ji	0.011470	0.004373	0.002828	0.005701	0.010593	0.014552	0.022142	0.017509	0.015639	0.018164	0.028320	0.001725	0.001358	0.002550	0.387509	0.455568
are	0.003776	0.000560	0.000215	0.000265	0.000297	0.001292	0.000775	0.002140	0.002221	0.002456	0.003229	0.000320	0.000138	0.000162	0.433552	0.548602
still	0.007643	0.002280	0.000500	0.000622	0.000651	0.001255	0.001475	0.001648	0.001385	0.001394	0.002010	0.000869	0.000461	0.000361	0.438137	0.539308
remaining	0.002483	0.001328	0.000304	0.000377	0.000507	0.001349	0.001010	0.000691	0.000587	0.000632	0.001048	0.000451	0.000262	0.000240	0.439257	0.549473
.	0.061062	0.081364	0.062335	0.063508	0.067187	0.066067	0.063042	0.044180	0.047004	0.035998	0.041970	0.055271	0.049605	0.050912	0.103997	0.106497
[SEP]	0.061500	0.082197	0.064808	0.065516	0.069048	0.067204	0.064149	0.045498	0.048445	0.037432	0.042683	0.057179	0.051490	0.053085	0.093943	0.095821
