TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.021274	0.033540	0.006019	0.015537	0.083699	0.064165	0.020625	0.022272	0.028746	0.059291	0.023306	0.226668	0.016481	0.055490	0.132448	0.190438
None	0.131122	0.020927	0.000034	0.000165	0.000017	0.000005	0.000010	0.000065	0.000018	0.000037	0.000015	0.000305	0.000168	0.001254	0.071676	0.774181
of	0.288135	0.000072	0.068362	0.003320	0.000005	0.000019	0.000042	0.000004	0.000019	0.000001	0.000000	0.000059	0.000027	0.000147	0.102592	0.537197
the	0.186033	0.000478	0.004308	0.162073	0.000201	0.000329	0.000085	0.000037	0.000071	0.000268	0.000027	0.006286	0.000318	0.001837	0.120301	0.517348
original	0.171785	0.000033	0.000006	0.000140	0.097205	0.001042	0.000488	0.000272	0.000114	0.000011	0.000070	0.000077	0.000351	0.003197	0.041779	0.683429
buildings	0.117948	0.000014	0.000011	0.000167	0.000601	0.371341	0.000853	0.000018	0.000047	0.000016	0.000038	0.000062	0.000065	0.000221	0.026974	0.481624
in	0.144992	0.000006	0.000006	0.000034	0.000121	0.000777	0.168453	0.000066	0.000155	0.000027	0.000072	0.000013	0.000016	0.000043	0.032809	0.652410
En	0.303750	0.000019	0.000004	0.000032	0.000099	0.000021	0.000192	0.145382	0.000001	0.000001	0.000001	0.000001	0.000001	0.000007	0.024138	0.526350
##ga	0.337793	0.000008	0.000008	0.000063	0.000035	0.000024	0.000286	0.000000	0.077800	0.000001	0.000003	0.000028	0.000024	0.000043	0.050816	0.533068
##ku	0.240105	0.000028	0.000000	0.000100	0.000005	0.000014	0.000051	0.000001	0.000001	0.051364	0.000141	0.000095	0.000001	0.000008	0.010426	0.697660
##ji	0.254978	0.000007	0.000000	0.000011	0.000030	0.000045	0.000099	0.000000	0.000008	0.000092	0.233645	0.000024	0.000014	0.000025	0.017485	0.493537
are	0.130155	0.000631	0.000056	0.002294	0.000036	0.000071	0.000058	0.000003	0.000033	0.000151	0.000049	0.075542	0.000102	0.000269	0.024669	0.765880
still	0.303140	0.000958	0.000018	0.000352	0.000289	0.000172	0.000093	0.000003	0.000078	0.000004	0.000021	0.000204	0.069633	0.004093	0.036452	0.584491
remaining	0.232397	0.012973	0.000132	0.001880	0.003691	0.000254	0.000260	0.000012	0.000109	0.000025	0.000050	0.000612	0.004256	0.040670	0.045697	0.656979
.	0.135935	0.028051	0.004720	0.006655	0.002740	0.003341	0.005758	0.001405	0.001179	0.000494	0.000328	0.005191	0.001550	0.001885	0.101564	0.699204
[SEP]	0.037656	0.005624	0.000941	0.003000	0.003438	0.001576	0.003093	0.001359	0.003546	0.002886	0.000986	0.009118	0.001239	0.004071	0.037844	0.883622
