TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.021396	0.006229	0.002867	0.004991	0.003528	0.012897	0.001506	0.007561	0.006394	0.003321	0.017953	0.002567	0.000742	0.000959	0.002689	0.904399
None	0.007462	0.032863	0.006966	0.013913	0.009137	0.032300	0.007831	0.003378	0.001303	0.001108	0.008722	0.015168	0.000912	0.001606	0.018858	0.838473
of	0.006443	0.064695	0.009759	0.014348	0.007708	0.066262	0.013576	0.002552	0.000418	0.000080	0.001809	0.013973	0.000753	0.002539	0.031869	0.763216
the	0.008728	0.077677	0.026869	0.037332	0.020675	0.115458	0.025988	0.006163	0.001526	0.000384	0.006892	0.025557	0.001540	0.003862	0.040511	0.600836
original	0.006215	0.021546	0.028635	0.032946	0.016487	0.075421	0.062341	0.015380	0.005070	0.001570	0.005924	0.008850	0.000555	0.002847	0.009516	0.706698
buildings	0.008238	0.023869	0.028515	0.061615	0.051691	0.015039	0.019943	0.004829	0.002679	0.000504	0.001889	0.002652	0.000494	0.000876	0.008004	0.769163
in	0.004695	0.058454	0.069741	0.196491	0.248985	0.060158	0.027366	0.028467	0.007889	0.004023	0.012457	0.003484	0.000542	0.000655	0.007790	0.268804
En	0.004826	0.003111	0.004028	0.005245	0.001760	0.009363	0.035705	0.054708	0.018778	0.003808	0.004742	0.005501	0.000220	0.000506	0.009125	0.838574
##ga	0.005302	0.001401	0.000611	0.000716	0.000446	0.006421	0.009285	0.094013	0.009421	0.004872	0.002449	0.002399	0.000187	0.000312	0.004413	0.857751
##ku	0.005245	0.000475	0.000346	0.001023	0.000783	0.003367	0.018745	0.200069	0.291815	0.009341	0.004060	0.002584	0.001905	0.000665	0.002514	0.457063
##ji	0.004763	0.000745	0.000441	0.001225	0.001035	0.003324	0.040385	0.277346	0.314386	0.039496	0.008433	0.002201	0.001281	0.000713	0.001310	0.302916
are	0.004199	0.163160	0.044619	0.032383	0.116084	0.273979	0.254836	0.012464	0.002537	0.002112	0.008982	0.010149	0.005513	0.027886	0.008524	0.032574
still	0.006315	0.064926	0.012830	0.014375	0.019855	0.057088	0.125270	0.054563	0.008877	0.008891	0.028338	0.073415	0.013520	0.030644	0.028774	0.452318
remaining	0.006363	0.095042	0.013069	0.019853	0.019014	0.100998	0.045120	0.025014	0.013069	0.023260	0.036353	0.062048	0.023921	0.024690	0.028252	0.463933
.	0.002996	0.070309	0.016937	0.032274	0.029660	0.120989	0.020733	0.039513	0.021967	0.008301	0.068307	0.116496	0.037651	0.022324	0.010874	0.380670
[SEP]	0.006262	0.001411	0.000927	0.001880	0.001276	0.002090	0.001604	0.004509	0.002619	0.000611	0.001066	0.002173	0.000613	0.000526	0.004702	0.967732
