TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.476273	0.032974	0.030418	0.047049	0.026431	0.018035	0.045054	0.034531	0.014518	0.024896	0.013653	0.030562	0.030905	0.017822	0.049850	0.107029
None	0.092260	0.007820	0.048806	0.118425	0.071162	0.023699	0.154692	0.027102	0.037938	0.035063	0.014169	0.043795	0.081783	0.019780	0.167167	0.056338
of	0.063433	0.011303	0.013608	0.037395	0.098474	0.026900	0.110164	0.075230	0.019281	0.037231	0.017412	0.173854	0.078432	0.070882	0.095939	0.070461
the	0.035848	0.012859	0.009838	0.028192	0.080355	0.022338	0.114094	0.066464	0.020587	0.023884	0.010350	0.232384	0.105825	0.075860	0.090566	0.070557
original	0.241836	0.013904	0.019169	0.054156	0.006418	0.010919	0.162432	0.080288	0.032455	0.020288	0.028986	0.083931	0.018065	0.033995	0.111915	0.081243
buildings	0.302229	0.010123	0.025850	0.027000	0.012002	0.004951	0.101831	0.044204	0.045377	0.028231	0.031695	0.083889	0.037790	0.025498	0.137213	0.082119
in	0.043662	0.006014	0.003174	0.005336	0.038069	0.011858	0.037370	0.034478	0.005968	0.020524	0.025880	0.338979	0.133087	0.150798	0.075393	0.069409
En	0.357022	0.003920	0.023419	0.026372	0.011651	0.014294	0.048125	0.004748	0.004910	0.026944	0.017941	0.137145	0.092235	0.032064	0.104841	0.094370
##ga	0.393457	0.011273	0.018336	0.051447	0.019470	0.010898	0.029502	0.021739	0.002213	0.016586	0.005606	0.054626	0.050259	0.034382	0.151635	0.128571
##ku	0.410059	0.020715	0.018187	0.038073	0.012244	0.007044	0.025678	0.036587	0.006186	0.001791	0.007106	0.053610	0.066868	0.061984	0.126705	0.107164
##ji	0.535273	0.013064	0.015540	0.026224	0.011183	0.007338	0.015818	0.013654	0.003691	0.006202	0.002191	0.037269	0.034001	0.032273	0.117360	0.128918
are	0.134884	0.004913	0.002996	0.004074	0.004647	0.003604	0.011648	0.016171	0.002266	0.004671	0.007071	0.128117	0.079066	0.113301	0.273521	0.209051
still	0.382393	0.011105	0.006811	0.011727	0.002236	0.001549	0.022518	0.032836	0.007492	0.011352	0.011573	0.085012	0.006200	0.041183	0.216850	0.149162
remaining	0.538464	0.009533	0.020365	0.026903	0.005205	0.003065	0.022538	0.018230	0.005302	0.002486	0.004694	0.010047	0.012345	0.005592	0.167392	0.147840
.	0.268850	0.022995	0.016060	0.025274	0.027897	0.014612	0.023535	0.033349	0.007551	0.009772	0.016394	0.083252	0.061976	0.060308	0.154511	0.173663
[SEP]	0.648195	0.011589	0.012524	0.025810	0.021154	0.030804	0.020276	0.013448	0.007642	0.005917	0.007906	0.020589	0.017171	0.024632	0.068572	0.063772
