TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.064917	0.001128	0.000857	0.003321	0.002033	0.004014	0.002044	0.001128	0.000956	0.001116	0.000706	0.002707	0.000561	0.002237	0.009019	0.903256
None	0.011717	0.007419	0.003727	0.014100	0.003110	0.009353	0.002093	0.000625	0.001222	0.000489	0.001666	0.002445	0.000237	0.001251	0.029673	0.910874
of	0.003784	0.365663	0.036305	0.024527	0.007438	0.047023	0.001617	0.000434	0.000987	0.000046	0.000405	0.013916	0.000850	0.001230	0.020430	0.475345
the	0.006301	0.091379	0.072873	0.024038	0.007218	0.029391	0.004306	0.000504	0.001142	0.000050	0.000480	0.004364	0.000581	0.000342	0.039201	0.717830
original	0.005419	0.028993	0.015670	0.019926	0.002537	0.007113	0.001592	0.001535	0.001364	0.000130	0.000187	0.004213	0.000317	0.000222	0.010111	0.900672
buildings	0.006639	0.013259	0.006491	0.012673	0.003837	0.005494	0.002313	0.001218	0.000394	0.000101	0.000218	0.001562	0.000291	0.000544	0.007397	0.937570
in	0.007711	0.004082	0.005965	0.019785	0.039420	0.078661	0.039521	0.004086	0.004371	0.000482	0.000525	0.003293	0.000297	0.001490	0.005729	0.784583
En	0.029502	0.000476	0.000180	0.000541	0.000136	0.004193	0.003660	0.022377	0.006627	0.003769	0.005375	0.000662	0.000036	0.000115	0.009375	0.912976
##ga	0.003126	0.000073	0.000047	0.000060	0.000179	0.001586	0.001951	0.783655	0.002303	0.003156	0.000462	0.000072	0.000057	0.000071	0.000722	0.202480
##ku	0.008170	0.000094	0.000044	0.000238	0.000195	0.003585	0.001529	0.004298	0.636793	0.042997	0.036244	0.002681	0.000337	0.001665	0.001385	0.259746
##ji	0.007314	0.000188	0.000158	0.000481	0.000386	0.001623	0.004275	0.003320	0.060494	0.082363	0.021570	0.016965	0.004704	0.014056	0.006863	0.775240
are	0.013406	0.000399	0.000583	0.000619	0.000572	0.000591	0.003865	0.000514	0.000481	0.000097	0.001189	0.008804	0.001950	0.006995	0.026022	0.933915
still	0.006120	0.001912	0.000533	0.000458	0.000102	0.000755	0.001182	0.004487	0.001608	0.002128	0.001961	0.361012	0.033910	0.059109	0.036721	0.488000
remaining	0.004116	0.002422	0.000631	0.000761	0.000472	0.004548	0.002131	0.002641	0.005704	0.004547	0.003468	0.130556	0.076574	0.088828	0.030195	0.642405
.	0.012379	0.001323	0.000910	0.001098	0.000558	0.005966	0.002362	0.001799	0.000716	0.000940	0.001701	0.027696	0.013431	0.036637	0.103679	0.788806
[SEP]	0.089124	0.001784	0.001758	0.006523	0.004866	0.003004	0.005375	0.004035	0.002749	0.002008	0.002246	0.003004	0.000897	0.003072	0.024337	0.845217
