TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.033964	0.016618	0.005676	0.011012	0.021282	0.007729	0.014485	0.009294	0.001832	0.003757	0.003512	0.099329	0.023328	0.029610	0.333516	0.385057
None	0.005431	0.056863	0.022214	0.035440	0.052476	0.013312	0.024130	0.006466	0.007140	0.006230	0.009901	0.048945	0.046299	0.032435	0.295761	0.336958
of	0.002564	0.010492	0.596083	0.114740	0.048552	0.030232	0.040033	0.002754	0.001210	0.001458	0.003551	0.034556	0.015647	0.027623	0.033232	0.037275
the	0.008065	0.021556	0.164598	0.253876	0.104110	0.031296	0.059332	0.007476	0.003378	0.004973	0.014450	0.061490	0.031312	0.054494	0.084941	0.094653
original	0.016522	0.014703	0.046051	0.056015	0.381101	0.081499	0.042499	0.008659	0.001559	0.011048	0.026147	0.038865	0.047339	0.106836	0.057768	0.063385
buildings	0.011028	0.006259	0.029892	0.021785	0.061361	0.565436	0.021541	0.003023	0.002723	0.007220	0.014959	0.041850	0.010912	0.062817	0.065579	0.073614
in	0.010420	0.015472	0.058335	0.049399	0.080632	0.035002	0.305932	0.029051	0.003805	0.012995	0.024295	0.110521	0.045648	0.068274	0.071187	0.079032
En	0.005431	0.008504	0.004824	0.006566	0.015425	0.005295	0.026076	0.590460	0.009292	0.017358	0.036103	0.007666	0.005843	0.007721	0.119011	0.134423
##ga	0.001059	0.000689	0.000625	0.002050	0.001036	0.001538	0.000819	0.006752	0.863759	0.019104	0.029641	0.000747	0.000314	0.000574	0.033169	0.038124
##ku	0.009577	0.006520	0.004218	0.006934	0.015357	0.012519	0.019343	0.057109	0.045172	0.339369	0.237838	0.009307	0.005073	0.007082	0.106325	0.118256
##ji	0.009527	0.011444	0.006478	0.010055	0.026339	0.024131	0.018807	0.033278	0.035849	0.130354	0.406365	0.009532	0.006116	0.011437	0.122510	0.137780
are	0.007460	0.008060	0.024517	0.016637	0.012112	0.010948	0.021012	0.003276	0.002054	0.003632	0.008608	0.730761	0.019055	0.019386	0.053290	0.059194
still	0.017263	0.039028	0.023995	0.028819	0.058563	0.019280	0.039860	0.010518	0.003148	0.006665	0.016990	0.117354	0.201246	0.125506	0.136807	0.154956
remaining	0.008044	0.010594	0.025671	0.028487	0.088767	0.073373	0.057589	0.004119	0.001792	0.004498	0.010223	0.093070	0.058286	0.307916	0.105688	0.121882
.	0.045854	0.066705	0.038415	0.061411	0.060241	0.052257	0.054429	0.041123	0.050385	0.038955	0.040760	0.068325	0.056330	0.058105	0.131497	0.135207
[SEP]	0.046164	0.066885	0.039918	0.062329	0.061664	0.053526	0.055760	0.041879	0.051458	0.039590	0.041334	0.070039	0.057499	0.059826	0.124458	0.127670
