TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.652995	0.001529	0.028514	0.003710	0.001882	0.001814	0.014366	0.005690	0.001499	0.002088	0.001029	0.004862	0.001009	0.001509	0.087946	0.189559
None	0.588319	0.022601	0.045454	0.008975	0.047617	0.005389	0.032661	0.002023	0.003438	0.001064	0.010278	0.010677	0.031315	0.047736	0.078204	0.064249
of	0.582527	0.018575	0.030760	0.095737	0.015965	0.012914	0.015674	0.002677	0.002289	0.001955	0.003142	0.016659	0.010238	0.012454	0.067124	0.111311
the	0.695624	0.009557	0.022847	0.044511	0.031221	0.007283	0.014165	0.002335	0.003211	0.001002	0.001786	0.010501	0.011845	0.011509	0.052373	0.080229
original	0.113461	0.050095	0.012257	0.004760	0.048454	0.063698	0.014144	0.003943	0.001306	0.012645	0.002965	0.038388	0.427678	0.136443	0.011424	0.058341
buildings	0.124973	0.019640	0.004433	0.003639	0.209400	0.191915	0.008974	0.002348	0.002283	0.001450	0.000829	0.044700	0.061242	0.191815	0.005371	0.126987
in	0.599399	0.014657	0.033441	0.090177	0.013955	0.016076	0.009848	0.002212	0.000991	0.002573	0.003821	0.016011	0.009949	0.013936	0.065887	0.107067
En	0.226355	0.001327	0.067411	0.003790	0.000909	0.001525	0.067280	0.009756	0.102347	0.129152	0.030557	0.004863	0.009269	0.000934	0.217844	0.126680
##ga	0.207714	0.002636	0.105057	0.002906	0.000567	0.000212	0.041676	0.102950	0.006284	0.187910	0.010472	0.003001	0.009764	0.002865	0.244851	0.071135
##ku	0.150935	0.015513	0.052736	0.004729	0.006798	0.000806	0.052692	0.029236	0.521319	0.007312	0.016920	0.009706	0.001644	0.000654	0.101514	0.027486
##ji	0.247274	0.005144	0.047123	0.003672	0.003492	0.000525	0.027110	0.105866	0.083451	0.235441	0.011211	0.004756	0.002312	0.001010	0.124841	0.096772
are	0.242101	0.072813	0.011806	0.034854	0.209892	0.089871	0.017918	0.002147	0.000719	0.002203	0.002521	0.007045	0.154986	0.088432	0.016036	0.046656
still	0.322130	0.027207	0.025207	0.016256	0.215493	0.025475	0.056789	0.006470	0.005002	0.004639	0.001665	0.026271	0.037029	0.143984	0.028442	0.057943
remaining	0.172920	0.061240	0.031203	0.018944	0.243499	0.044757	0.044592	0.029867	0.005515	0.007049	0.005189	0.055582	0.076259	0.061681	0.041172	0.100531
.	0.395285	0.010479	0.062035	0.156230	0.011066	0.006147	0.038128	0.007472	0.005391	0.003324	0.003730	0.016158	0.008869	0.006354	0.161708	0.107623
[SEP]	0.002094	0.000162	0.003759	0.980201	0.000308	0.000066	0.003184	0.000123	0.000163	0.000085	0.000091	0.000354	0.000021	0.000049	0.008220	0.001121
