TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.027629	0.001277	0.000827	0.002156	0.004901	0.007434	0.018037	0.009914	0.019630	0.002944	0.015418	0.000342	0.000941	0.000986	0.125313	0.762252
None	0.010643	0.027979	0.011623	0.011575	0.020302	0.180921	0.038638	0.001604	0.001799	0.000597	0.004230	0.065071	0.023226	0.046047	0.197569	0.358174
of	0.008849	0.085817	0.023668	0.026552	0.027810	0.363099	0.010753	0.001500	0.001357	0.001316	0.004158	0.144012	0.024850	0.061424	0.077319	0.137515
the	0.007459	0.069086	0.018074	0.011599	0.019591	0.087340	0.019846	0.002193	0.002662	0.002818	0.009004	0.043582	0.020120	0.044035	0.181045	0.461545
original	0.007569	0.035179	0.018556	0.018110	0.016644	0.044652	0.029778	0.011543	0.009827	0.009325	0.022540	0.038901	0.016062	0.027110	0.220970	0.473234
buildings	0.008700	0.076495	0.062157	0.043336	0.046358	0.030460	0.028415	0.005723	0.007143	0.006494	0.006722	0.054301	0.044160	0.072573	0.192506	0.314457
in	0.009426	0.008746	0.002117	0.004742	0.010930	0.016131	0.035751	0.019080	0.014220	0.005256	0.017577	0.004901	0.007583	0.013514	0.128620	0.701404
En	0.019972	0.000698	0.000132	0.000956	0.006009	0.001942	0.029098	0.018355	0.041068	0.005564	0.011732	0.000431	0.002399	0.001848	0.104212	0.755584
##ga	0.003827	0.000510	0.000168	0.000847	0.005693	0.001429	0.010030	0.002755	0.004645	0.004672	0.002675	0.000188	0.001753	0.001560	0.065982	0.893267
##ku	0.006897	0.000982	0.000209	0.001521	0.010471	0.003666	0.018598	0.002897	0.005755	0.001437	0.002080	0.000860	0.002589	0.002024	0.108335	0.831679
##ji	0.006492	0.000352	0.000063	0.000392	0.002465	0.001345	0.029818	0.007188	0.008100	0.002011	0.006349	0.000435	0.000988	0.002290	0.069499	0.862213
are	0.001842	0.016699	0.007684	0.008473	0.006795	0.059403	0.008941	0.001148	0.001471	0.000583	0.002181	0.005349	0.001650	0.004023	0.151425	0.722331
still	0.001602	0.003667	0.003537	0.005958	0.003813	0.010858	0.005433	0.003737	0.002181	0.000881	0.007866	0.002394	0.000690	0.000922	0.137337	0.809124
remaining	0.005613	0.016070	0.013780	0.027562	0.018508	0.110259	0.009725	0.002902	0.003273	0.001550	0.007412	0.012267	0.002659	0.003319	0.191599	0.573500
.	0.004482	0.004767	0.001975	0.003315	0.004259	0.003034	0.003476	0.001785	0.000963	0.001471	0.002587	0.001591	0.003409	0.002234	0.189240	0.771413
[SEP]	0.019033	0.013114	0.006597	0.011481	0.012390	0.004450	0.012777	0.007888	0.007559	0.007310	0.005681	0.005070	0.015589	0.008832	0.323623	0.538606
