TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.002148	0.313305	0.061653	0.078601	0.039227	0.013286	0.012997	0.001878	0.001892	0.001756	0.002208	0.200268	0.100344	0.102552	0.036423	0.031463
None	0.015813	0.030755	0.001682	0.003211	0.001935	0.004073	0.006275	0.001231	0.000487	0.000856	0.001241	0.018220	0.010888	0.008351	0.407971	0.487011
of	0.012612	0.104010	0.003658	0.004698	0.004149	0.003093	0.003480	0.001207	0.000715	0.001577	0.002526	0.030411	0.019974	0.007911	0.367797	0.432181
the	0.016626	0.059998	0.005607	0.008122	0.008434	0.006103	0.008625	0.001390	0.000706	0.001911	0.002567	0.016160	0.020867	0.009747	0.371418	0.461719
original	0.015938	0.035011	0.008085	0.012242	0.010115	0.004387	0.008960	0.002950	0.001344	0.004280	0.003907	0.013354	0.013279	0.009856	0.384353	0.471940
buildings	0.028041	0.197578	0.040335	0.034447	0.029160	0.005494	0.009377	0.001974	0.001690	0.003859	0.003268	0.073527	0.064848	0.026111	0.229131	0.251160
in	0.019845	0.063279	0.027058	0.050583	0.035670	0.030060	0.026793	0.002404	0.001016	0.004094	0.007140	0.028166	0.030522	0.021579	0.291831	0.359960
En	0.020217	0.004610	0.005125	0.005775	0.015143	0.013101	0.070482	0.032166	0.024480	0.043155	0.097806	0.002216	0.002682	0.007045	0.271491	0.384504
##ga	0.005621	0.001042	0.000794	0.001198	0.003558	0.004013	0.025159	0.045510	0.025001	0.071279	0.116788	0.000343	0.000528	0.001312	0.286487	0.411365
##ku	0.015470	0.006153	0.004545	0.004989	0.011037	0.014111	0.053418	0.039112	0.045522	0.048698	0.065612	0.002352	0.003280	0.008195	0.283054	0.394452
##ji	0.020480	0.008627	0.003405	0.004827	0.006524	0.014542	0.037424	0.016361	0.010139	0.012862	0.017849	0.009212	0.010101	0.014536	0.352540	0.460570
are	0.011429	0.083662	0.001592	0.004182	0.002980	0.002311	0.004394	0.001509	0.000686	0.002401	0.002702	0.009496	0.012805	0.002852	0.396353	0.460647
still	0.012937	0.053500	0.001365	0.005064	0.003921	0.002077	0.002412	0.000842	0.000237	0.000911	0.001054	0.043563	0.028636	0.005779	0.396293	0.441409
remaining	0.010072	0.094208	0.002363	0.006219	0.004695	0.001480	0.002527	0.001086	0.000329	0.001830	0.001049	0.074883	0.079483	0.010037	0.343422	0.366318
.	0.022011	0.011846	0.003993	0.008073	0.011900	0.015654	0.014730	0.014712	0.007200	0.016741	0.013230	0.007576	0.009045	0.013136	0.345509	0.484645
[SEP]	0.029561	0.011922	0.005139	0.010011	0.015067	0.021155	0.019508	0.022486	0.012827	0.025369	0.020370	0.008021	0.009633	0.015952	0.324707	0.448272
