TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.008292	0.091204	0.045766	0.088665	0.031198	0.048269	0.091854	0.026646	0.004648	0.006876	0.030646	0.073813	0.045158	0.036208	0.103336	0.267421
None	0.025024	0.028262	0.007309	0.002022	0.003079	0.004383	0.000645	0.000027	0.000025	0.000097	0.000116	0.008009	0.006540	0.018601	0.011209	0.884654
of	0.033585	0.014732	0.024576	0.009336	0.007736	0.007328	0.000933	0.000023	0.000005	0.000049	0.000084	0.001830	0.001684	0.011045	0.011887	0.875169
the	0.057845	0.006118	0.010514	0.022821	0.031126	0.037545	0.008272	0.000135	0.000054	0.000123	0.000461	0.005319	0.003961	0.028693	0.017332	0.769682
original	0.035259	0.002493	0.001391	0.006034	0.175190	0.013463	0.007468	0.000180	0.000055	0.000100	0.000781	0.003331	0.006087	0.032565	0.028526	0.687078
buildings	0.018466	0.000967	0.000782	0.001266	0.001402	0.026636	0.023444	0.000240	0.000371	0.000261	0.001559	0.000770	0.000228	0.001226	0.032107	0.890275
in	0.028690	0.001074	0.000194	0.000519	0.001927	0.021917	0.436249	0.004092	0.001141	0.000557	0.009460	0.000519	0.000895	0.001815	0.014043	0.476907
En	0.010732	0.000027	0.000007	0.000015	0.000036	0.000120	0.002733	0.063790	0.013236	0.007853	0.014470	0.000029	0.000044	0.000072	0.013617	0.873219
##ga	0.012447	0.000034	0.000007	0.000021	0.000040	0.000455	0.000482	0.007815	0.024992	0.014828	0.006133	0.000033	0.000053	0.000139	0.015863	0.916659
##ku	0.010716	0.000014	0.000005	0.000009	0.000024	0.000104	0.000264	0.005613	0.016121	0.155415	0.014890	0.000005	0.000010	0.000018	0.003088	0.793703
##ji	0.017520	0.000106	0.000009	0.000038	0.000104	0.000613	0.002657	0.002935	0.001592	0.004578	0.017624	0.000053	0.000070	0.000105	0.007304	0.944692
are	0.034476	0.023791	0.007234	0.005459	0.022792	0.012335	0.004167	0.000062	0.000101	0.000085	0.000223	0.124702	0.031981	0.086263	0.028870	0.617458
still	0.019642	0.006340	0.001500	0.001766	0.047683	0.002067	0.002101	0.000072	0.000226	0.000145	0.000292	0.011728	0.039463	0.098250	0.008446	0.760280
remaining	0.023758	0.006312	0.004578	0.005191	0.041221	0.005460	0.006184	0.000211	0.000636	0.000317	0.000860	0.007523	0.014425	0.108912	0.032154	0.742257
.	0.092582	0.002059	0.000454	0.000866	0.003555	0.007689	0.005474	0.001569	0.000937	0.001194	0.001562	0.000734	0.000735	0.001260	0.024983	0.854345
[SEP]	0.008544	0.002214	0.000449	0.000700	0.001558	0.002625	0.001437	0.003596	0.001468	0.003006	0.003383	0.000833	0.001890	0.001418	0.009505	0.957376
