TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.023674	0.128201	0.012076	0.015817	0.016011	0.025020	0.004003	0.006224	0.003163	0.003415	0.029204	0.012551	0.024280	0.042466	0.122383	0.531513
None	0.028550	0.008199	0.005897	0.017861	0.011878	0.011302	0.004564	0.002650	0.001745	0.000213	0.002868	0.001041	0.000238	0.001244	0.003372	0.898377
of	0.004951	0.565469	0.054791	0.007332	0.006493	0.079098	0.000404	0.003798	0.000755	0.000127	0.008317	0.004740	0.000820	0.003530	0.001507	0.257870
the	0.022079	0.155810	0.127431	0.024999	0.026266	0.070784	0.005044	0.015127	0.001342	0.000425	0.004157	0.004943	0.001220	0.003757	0.004425	0.532191
original	0.001649	0.005539	0.003306	0.016561	0.004770	0.015735	0.005581	0.009586	0.001468	0.001229	0.001854	0.003355	0.000115	0.000310	0.008243	0.920697
buildings	0.011808	0.020456	0.003408	0.023856	0.128442	0.020336	0.007113	0.044579	0.004122	0.001506	0.000594	0.002362	0.000288	0.000966	0.002917	0.727247
in	0.008339	0.006332	0.000356	0.001914	0.082330	0.507130	0.012313	0.019598	0.000819	0.000514	0.006574	0.001380	0.000351	0.000831	0.001060	0.350159
En	0.014435	0.003450	0.002409	0.004352	0.001448	0.007409	0.020343	0.011225	0.000726	0.002732	0.002380	0.002929	0.000217	0.001652	0.016478	0.907815
##ga	0.004658	0.001218	0.000422	0.000777	0.000689	0.011752	0.002041	0.726520	0.002968	0.000195	0.000293	0.000212	0.000106	0.000208	0.000970	0.246971
##ku	0.007142	0.000840	0.000804	0.004732	0.002968	0.013306	0.007397	0.052970	0.430087	0.128376	0.014629	0.005753	0.001332	0.000535	0.002950	0.326180
##ji	0.000592	0.000337	0.000067	0.000395	0.000285	0.001518	0.001960	0.017158	0.065600	0.633369	0.011001	0.003489	0.001590	0.000697	0.001666	0.260276
are	0.000336	0.023739	0.001464	0.004316	0.006504	0.238362	0.007068	0.010679	0.002630	0.002525	0.023647	0.032746	0.021210	0.042919	0.005005	0.576852
still	0.001377	0.011943	0.002710	0.007253	0.020336	0.091821	0.041997	0.024336	0.029115	0.013049	0.025055	0.152971	0.044731	0.072514	0.036597	0.424196
remaining	0.000881	0.001715	0.000334	0.002908	0.005164	0.085427	0.007492	0.012132	0.050800	0.039497	0.027416	0.350255	0.081231	0.052766	0.037596	0.244385
.	0.002974	0.012395	0.001933	0.001746	0.002296	0.027854	0.002792	0.006860	0.000891	0.001997	0.007269	0.027675	0.053350	0.224413	0.063948	0.561606
[SEP]	0.002109	0.003196	0.002923	0.005433	0.002653	0.004262	0.002754	0.006670	0.006731	0.002032	0.001631	0.002648	0.003777	0.002190	0.011705	0.939285
