TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.058561	0.031627	0.006380	0.029353	0.015452	0.068495	0.033719	0.001733	0.001947	0.001463	0.000974	0.056005	0.002586	0.002956	0.008173	0.680577
None	0.001465	0.035182	0.015491	0.049781	0.048869	0.353765	0.068568	0.002810	0.001592	0.000808	0.001230	0.139563	0.011597	0.007068	0.041787	0.220423
of	0.000826	0.013601	0.007055	0.033604	0.107617	0.426030	0.217938	0.003223	0.001287	0.000498	0.000915	0.071433	0.002526	0.002176	0.015438	0.095834
the	0.001991	0.010536	0.011631	0.025295	0.087525	0.183580	0.517195	0.006318	0.001619	0.001007	0.001470	0.054728	0.002514	0.003136	0.024573	0.066881
original	0.003800	0.021646	0.021570	0.055638	0.044240	0.153951	0.274263	0.006718	0.001810	0.001672	0.003853	0.045176	0.005877	0.009295	0.016249	0.334242
buildings	0.004286	0.009416	0.002585	0.011193	0.011503	0.014574	0.033946	0.007438	0.002296	0.004121	0.006081	0.031829	0.004497	0.014250	0.011205	0.830778
in	0.002559	0.005854	0.000965	0.004582	0.016615	0.028222	0.059232	0.049781	0.017383	0.022550	0.152038	0.245803	0.021760	0.017214	0.012977	0.342463
En	0.004957	0.002258	0.000456	0.001343	0.001491	0.004095	0.027699	0.011580	0.013115	0.118980	0.422255	0.012978	0.005365	0.009675	0.007875	0.355879
##ga	0.003762	0.002798	0.000530	0.000875	0.000371	0.001910	0.005384	0.004526	0.003959	0.029838	0.323622	0.006569	0.003388	0.004684	0.006203	0.601578
##ku	0.001876	0.000290	0.000207	0.000091	0.000052	0.000190	0.000526	0.001034	0.001584	0.006146	0.056814	0.000612	0.002586	0.009561	0.001479	0.916954
##ji	0.001636	0.001249	0.000392	0.000643	0.000293	0.000576	0.002132	0.001815	0.001215	0.002116	0.015653	0.003305	0.002438	0.008617	0.004452	0.953469
are	0.000825	0.009536	0.010214	0.004462	0.001410	0.034588	0.010059	0.007143	0.011233	0.003726	0.012531	0.015247	0.085759	0.262250	0.087536	0.443482
still	0.000859	0.002097	0.000790	0.001286	0.000188	0.002333	0.001528	0.000283	0.000316	0.000380	0.003073	0.008631	0.011057	0.037871	0.093437	0.835868
remaining	0.001369	0.002384	0.001345	0.001266	0.000343	0.002967	0.002626	0.000679	0.000782	0.000712	0.004028	0.010916	0.007403	0.047912	0.045204	0.870063
.	0.004150	0.023183	0.010703	0.035699	0.013525	0.024152	0.023396	0.002833	0.001376	0.000450	0.000903	0.027708	0.006770	0.009986	0.014966	0.800199
[SEP]	0.005984	0.001382	0.001188	0.001849	0.002224	0.005584	0.004897	0.000669	0.000898	0.000530	0.002204	0.003083	0.002279	0.003569	0.005397	0.958265
