TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.028031	0.009032	0.008643	0.022831	0.023256	0.049599	0.033399	0.010976	0.013587	0.015946	0.015818	0.020886	0.004736	0.004112	0.011339	0.727810
None	0.015742	0.028624	0.014928	0.040796	0.081977	0.024525	0.161754	0.009764	0.017928	0.008608	0.015576	0.096106	0.069471	0.094917	0.182636	0.136649
of	0.013209	0.012055	0.005651	0.032971	0.218074	0.037814	0.181205	0.022534	0.045011	0.029044	0.045486	0.104369	0.016665	0.024026	0.069610	0.142277
the	0.011898	0.006146	0.004183	0.016884	0.064902	0.035856	0.383143	0.030504	0.080066	0.056817	0.053283	0.053181	0.012511	0.017966	0.044364	0.128298
original	0.015158	0.008241	0.003219	0.011865	0.025710	0.024884	0.167833	0.029238	0.061461	0.047599	0.036514	0.032259	0.011961	0.016370	0.021943	0.485746
buildings	0.031845	0.014833	0.007287	0.030845	0.083983	0.057733	0.100271	0.015496	0.012879	0.029180	0.039431	0.022212	0.041200	0.017623	0.052551	0.442631
in	0.032153	0.007638	0.002438	0.011423	0.038788	0.027062	0.040475	0.035840	0.020412	0.059442	0.134638	0.016400	0.012527	0.006153	0.029123	0.525487
En	0.004077	0.000112	0.000032	0.000125	0.000389	0.000767	0.003304	0.001937	0.000479	0.010339	0.012977	0.002249	0.001036	0.000734	0.003614	0.957828
##ga	0.001559	0.000480	0.000050	0.000230	0.000252	0.000324	0.001283	0.001174	0.000397	0.004425	0.006362	0.001124	0.001390	0.001198	0.002962	0.976789
##ku	0.001025	0.000054	0.000021	0.000040	0.000023	0.000073	0.000096	0.000672	0.000429	0.000621	0.000636	0.000206	0.000133	0.000270	0.001426	0.994275
##ji	0.001653	0.000275	0.000094	0.000343	0.000275	0.000644	0.000742	0.001227	0.000644	0.002480	0.002226	0.000611	0.000478	0.001132	0.002438	0.984739
are	0.014055	0.020099	0.007363	0.009258	0.023200	0.028424	0.063942	0.028419	0.021413	0.011758	0.010690	0.040454	0.126873	0.123842	0.132701	0.337508
still	0.007318	0.005723	0.001168	0.003010	0.007978	0.009126	0.014457	0.008403	0.003895	0.002773	0.004553	0.019557	0.022307	0.043135	0.047174	0.799425
remaining	0.006133	0.004747	0.002206	0.004212	0.009390	0.008638	0.021549	0.017137	0.011837	0.005423	0.007987	0.007121	0.019949	0.016310	0.026145	0.831215
.	0.013786	0.007837	0.008329	0.014688	0.025523	0.029080	0.017586	0.013710	0.014049	0.004883	0.007537	0.010434	0.009277	0.011836	0.038855	0.772592
[SEP]	0.012877	0.000340	0.000217	0.000455	0.000853	0.001001	0.000610	0.000547	0.000473	0.000472	0.001109	0.001003	0.000508	0.000566	0.002296	0.976672
