TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.125221	0.006453	0.002463	0.003929	0.008952	0.014075	0.037000	0.003968	0.001834	0.001051	0.001494	0.003221	0.004996	0.014643	0.003178	0.767522
None	0.003164	0.086387	0.013455	0.019439	0.025469	0.009389	0.005585	0.000640	0.000217	0.000236	0.000658	0.116733	0.241182	0.159599	0.064319	0.253527
of	0.003049	0.108982	0.011302	0.023207	0.108973	0.035400	0.067317	0.001921	0.000381	0.001314	0.003220	0.046982	0.055988	0.068303	0.133609	0.330053
the	0.003915	0.048876	0.008223	0.010676	0.193162	0.022066	0.184961	0.005036	0.001269	0.002378	0.004532	0.021574	0.021241	0.050174	0.094822	0.327095
original	0.008447	0.010942	0.002594	0.008716	0.028157	0.034018	0.148091	0.005909	0.003013	0.003452	0.011989	0.006579	0.003177	0.007224	0.066264	0.651429
buildings	0.005944	0.010627	0.004237	0.004144	0.018263	0.005965	0.045559	0.010119	0.008163	0.001784	0.004216	0.012579	0.002225	0.006046	0.101664	0.758465
in	0.031218	0.004725	0.000558	0.001216	0.002470	0.000986	0.008263	0.026236	0.003632	0.006227	0.050685	0.000427	0.000302	0.000277	0.020461	0.842319
En	0.004070	0.004470	0.000438	0.001137	0.000517	0.002198	0.003526	0.010556	0.016133	0.046529	0.054676	0.000416	0.000491	0.001110	0.009776	0.843955
##ga	0.006001	0.011235	0.000863	0.002311	0.000945	0.005697	0.011800	0.011662	0.004876	0.141415	0.110338	0.001568	0.002478	0.009957	0.003043	0.675812
##ku	0.005062	0.002376	0.001024	0.000847	0.000784	0.004950	0.003777	0.029823	0.014350	0.048231	0.057117	0.000363	0.000737	0.001907	0.006104	0.822547
##ji	0.007228	0.003856	0.001143	0.001459	0.003612	0.003854	0.005790	0.030150	0.008071	0.006704	0.010232	0.001472	0.001170	0.002382	0.005173	0.907702
are	0.004238	0.229255	0.025570	0.061003	0.155855	0.046306	0.046277	0.003034	0.001814	0.001461	0.004172	0.008524	0.090436	0.091556	0.033550	0.196950
still	0.007767	0.224099	0.014742	0.032540	0.102135	0.029103	0.037744	0.007425	0.003508	0.002810	0.010871	0.011679	0.027753	0.077075	0.059785	0.350965
remaining	0.011010	0.072172	0.037679	0.031602	0.095077	0.054944	0.032784	0.016527	0.005210	0.002711	0.025794	0.008760	0.005655	0.012620	0.055499	0.531955
.	0.065579	0.048514	0.002626	0.004215	0.005626	0.007878	0.013746	0.003910	0.001176	0.000843	0.003084	0.012459	0.006284	0.015098	0.009251	0.799711
[SEP]	0.009321	0.003011	0.001128	0.001177	0.000995	0.002440	0.003254	0.004854	0.004103	0.003722	0.007130	0.002724	0.001544	0.003188	0.003618	0.947791
