TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.074261	0.039419	0.002651	0.009538	0.007300	0.010492	0.010490	0.001103	0.000954	0.006853	0.003345	0.008338	0.001511	0.004482	0.024194	0.795068
None	0.146659	0.027182	0.022880	0.209385	0.172828	0.173281	0.045429	0.003668	0.003590	0.004198	0.010006	0.032862	0.005002	0.032750	0.063764	0.046516
of	0.122824	0.028433	0.009031	0.074520	0.316538	0.299891	0.044540	0.002919	0.004032	0.002658	0.005216	0.023594	0.002874	0.008342	0.012273	0.042315
the	0.104432	0.033536	0.010922	0.030096	0.191115	0.326258	0.151045	0.011811	0.012352	0.005061	0.016176	0.020591	0.001952	0.004900	0.013796	0.065959
original	0.177570	0.005834	0.008129	0.026711	0.005771	0.121453	0.270879	0.006121	0.003386	0.006307	0.009034	0.021810	0.002482	0.002150	0.026970	0.305393
buildings	0.077342	0.002662	0.001241	0.009182	0.005707	0.017129	0.274270	0.014176	0.005968	0.019087	0.019605	0.018375	0.001218	0.002544	0.035982	0.495512
in	0.019979	0.000521	0.000283	0.000907	0.006044	0.020557	0.045774	0.083482	0.198123	0.107686	0.315625	0.082811	0.014158	0.012846	0.020307	0.070897
En	0.040662	0.001021	0.000425	0.003184	0.010751	0.008323	0.077824	0.005150	0.040834	0.287650	0.076108	0.111510	0.018164	0.006838	0.048244	0.263312
##ga	0.040458	0.003147	0.001234	0.004363	0.004210	0.004481	0.063791	0.008058	0.007682	0.185434	0.100713	0.068130	0.008413	0.013390	0.023209	0.463288
##ku	0.040099	0.001693	0.000569	0.002395	0.000682	0.001246	0.006415	0.005288	0.002336	0.008422	0.010656	0.016353	0.006556	0.005784	0.030966	0.860541
##ji	0.051756	0.001337	0.000409	0.003894	0.002817	0.004808	0.015161	0.001752	0.002250	0.019762	0.016700	0.160967	0.013491	0.019260	0.079528	0.606108
are	0.010992	0.004408	0.000509	0.001468	0.001857	0.013693	0.001292	0.002219	0.003221	0.004919	0.018806	0.018610	0.035157	0.732779	0.127201	0.022869
still	0.058558	0.007323	0.001557	0.004346	0.001527	0.005061	0.002696	0.000765	0.001407	0.012465	0.010946	0.022394	0.028282	0.228999	0.379382	0.234292
remaining	0.028211	0.001382	0.000226	0.001951	0.000466	0.001296	0.001506	0.000344	0.000072	0.002638	0.001024	0.005873	0.001863	0.007089	0.153814	0.792245
.	0.045446	0.011346	0.002283	0.009010	0.005517	0.004419	0.003283	0.001316	0.001096	0.004818	0.001473	0.008196	0.003985	0.009562	0.039803	0.848447
[SEP]	0.011379	0.001564	0.000681	0.002269	0.001166	0.001024	0.007024	0.000370	0.000725	0.009378	0.000786	0.001487	0.000777	0.001436	0.012903	0.947031
