TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.007825	0.039943	0.021147	0.043805	0.033726	0.031269	0.032138	0.022350	0.042183	0.025364	0.055650	0.065488	0.027231	0.044952	0.239113	0.267816
None	0.001321	0.082960	0.014078	0.012833	0.010755	0.010968	0.009422	0.011060	0.003678	0.003056	0.013232	0.039367	0.044745	0.018396	0.331320	0.392810
of	0.007853	0.033697	0.321316	0.111765	0.041212	0.035293	0.078832	0.011159	0.004058	0.006476	0.014662	0.029725	0.045290	0.065322	0.091123	0.102218
the	0.013460	0.031930	0.067929	0.226601	0.064474	0.023781	0.099021	0.018789	0.007656	0.016464	0.039682	0.043038	0.038339	0.053268	0.120066	0.135501
original	0.008267	0.011240	0.009640	0.044108	0.355961	0.064164	0.058104	0.025739	0.009401	0.022787	0.043875	0.029109	0.061638	0.081302	0.082570	0.092094
buildings	0.008111	0.003659	0.003750	0.010275	0.026472	0.699286	0.019864	0.008175	0.009057	0.014125	0.019423	0.011496	0.009796	0.032006	0.058089	0.066414
in	0.005200	0.007511	0.020515	0.039823	0.034284	0.021236	0.567392	0.048966	0.011986	0.029624	0.031200	0.026353	0.016645	0.032883	0.050228	0.056154
En	0.001932	0.004927	0.005015	0.006841	0.011698	0.002456	0.023311	0.670075	0.039029	0.042219	0.103349	0.005087	0.002667	0.003806	0.036223	0.041366
##ga	0.000149	0.000094	0.000164	0.000542	0.000419	0.000656	0.001040	0.004625	0.961894	0.009921	0.011502	0.000147	0.000041	0.000099	0.004083	0.004623
##ku	0.003576	0.003048	0.001334	0.003842	0.005126	0.009776	0.012293	0.089903	0.051617	0.514941	0.205966	0.011708	0.003187	0.004307	0.037418	0.041959
##ji	0.005373	0.005242	0.000933	0.004158	0.015630	0.011493	0.008907	0.054698	0.027564	0.094302	0.566137	0.008827	0.003979	0.007014	0.086640	0.099102
are	0.005279	0.010182	0.005903	0.016532	0.011726	0.016367	0.019698	0.005442	0.001555	0.012244	0.020339	0.541478	0.096509	0.055928	0.084195	0.096624
still	0.006043	0.028483	0.006784	0.009938	0.030554	0.012038	0.019808	0.016013	0.001550	0.011015	0.029958	0.118473	0.405160	0.088605	0.100530	0.115048
remaining	0.005518	0.014272	0.013328	0.023712	0.079087	0.064378	0.047255	0.012937	0.002838	0.006464	0.024720	0.054937	0.101820	0.302606	0.114311	0.131818
.	0.026349	0.040799	0.032199	0.041230	0.051308	0.057282	0.050172	0.056545	0.060684	0.039511	0.064252	0.043178	0.032828	0.041476	0.176203	0.185984
[SEP]	0.026737	0.041308	0.033529	0.042776	0.054135	0.060224	0.051088	0.057873	0.061477	0.039875	0.064675	0.044322	0.033710	0.043248	0.168016	0.177008
