TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.146933	0.054551	0.006849	0.021036	0.050311	0.055037	0.034091	0.004183	0.011312	0.004765	0.009687	0.094019	0.044136	0.106814	0.051239	0.305037
None	0.357827	0.026742	0.010255	0.024528	0.008488	0.011679	0.014084	0.004855	0.002682	0.004715	0.009643	0.029823	0.011646	0.005351	0.091353	0.386328
of	0.129242	0.182167	0.014700	0.027249	0.014073	0.006244	0.026552	0.001919	0.002205	0.001825	0.004118	0.107892	0.027032	0.015468	0.084504	0.354812
the	0.091498	0.372809	0.026194	0.068239	0.019420	0.008798	0.033883	0.003546	0.003240	0.002390	0.004911	0.062934	0.043567	0.026614	0.090112	0.141847
original	0.116123	0.234883	0.023439	0.032991	0.006800	0.012621	0.037435	0.019167	0.010121	0.002633	0.013070	0.159862	0.036703	0.057637	0.080090	0.156425
buildings	0.028046	0.070851	0.014944	0.050408	0.083018	0.082817	0.082359	0.013099	0.012573	0.003636	0.017682	0.043122	0.023830	0.338529	0.079575	0.055511
in	0.068410	0.267421	0.019169	0.026415	0.076134	0.037350	0.129306	0.005565	0.008775	0.004885	0.007010	0.056929	0.035352	0.089024	0.067884	0.100370
En	0.025306	0.015429	0.009582	0.012590	0.025719	0.073338	0.214434	0.008783	0.083810	0.065403	0.070746	0.097559	0.048439	0.027629	0.027061	0.194173
##ga	0.035912	0.009241	0.026104	0.009549	0.002824	0.012213	0.125312	0.158686	0.025659	0.050264	0.064208	0.028923	0.012930	0.004438	0.036886	0.396852
##ku	0.030912	0.024306	0.007177	0.013156	0.016660	0.061381	0.065659	0.061571	0.121795	0.009178	0.044985	0.024601	0.033057	0.031662	0.038995	0.414906
##ji	0.062103	0.035291	0.021840	0.027604	0.010130	0.071536	0.087158	0.101813	0.064551	0.018694	0.009280	0.065201	0.033119	0.038898	0.094902	0.257882
are	0.331173	0.170572	0.005478	0.019258	0.009381	0.003849	0.013781	0.004796	0.002717	0.001042	0.006630	0.042768	0.006340	0.009296	0.275962	0.096955
still	0.269640	0.178672	0.023752	0.034659	0.002770	0.002092	0.021276	0.013455	0.001203	0.001606	0.013101	0.049707	0.007195	0.016194	0.173791	0.190886
remaining	0.260074	0.103027	0.020258	0.044314	0.003308	0.003974	0.010987	0.012597	0.001908	0.003294	0.012100	0.028946	0.023306	0.007837	0.198765	0.265307
.	0.100636	0.049352	0.005021	0.014073	0.011265	0.012405	0.019048	0.002694	0.003476	0.002945	0.004974	0.062697	0.027112	0.022931	0.163013	0.498359
[SEP]	0.018241	0.004466	0.001864	0.003137	0.003317	0.016356	0.010330	0.007512	0.005210	0.003426	0.006482	0.002683	0.002417	0.005494	0.017334	0.891730
