TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.037863	0.007822	0.004688	0.006990	0.041715	0.013307	0.012258	0.000302	0.000362	0.000193	0.001037	0.007823	0.013343	0.014218	0.025913	0.812167
None	0.066059	0.087989	0.021804	0.013302	0.020885	0.055979	0.018395	0.002254	0.001644	0.001001	0.003290	0.021331	0.029078	0.019577	0.021664	0.615749
of	0.076172	0.108404	0.033649	0.030613	0.031161	0.138543	0.026746	0.001243	0.001180	0.000552	0.000935	0.090047	0.039994	0.044570	0.023187	0.353005
the	0.033517	0.162024	0.061792	0.078856	0.114658	0.095163	0.033490	0.000537	0.000398	0.000434	0.000676	0.171025	0.076882	0.064666	0.021765	0.084119
original	0.068432	0.085713	0.029947	0.037927	0.083959	0.056460	0.049167	0.003109	0.002931	0.006811	0.006749	0.113333	0.084756	0.078746	0.024301	0.267660
buildings	0.071318	0.060835	0.035609	0.028007	0.028829	0.062416	0.031721	0.001181	0.001046	0.002091	0.001352	0.072983	0.008646	0.017729	0.034238	0.541999
in	0.031715	0.039172	0.015362	0.099634	0.104513	0.281424	0.077596	0.004312	0.001972	0.001876	0.012893	0.036465	0.084857	0.098298	0.017204	0.092706
En	0.028908	0.021138	0.007751	0.024450	0.041846	0.120293	0.186016	0.023421	0.013787	0.012258	0.097282	0.003480	0.007245	0.006696	0.005706	0.399722
##ga	0.037794	0.009507	0.005157	0.010509	0.020600	0.076050	0.086645	0.024989	0.011164	0.021603	0.064147	0.002779	0.002698	0.004902	0.002214	0.619243
##ku	0.028068	0.005237	0.002086	0.003943	0.014367	0.040880	0.104294	0.081048	0.040448	0.028453	0.117408	0.001912	0.002526	0.002595	0.004412	0.522323
##ji	0.042861	0.008146	0.002940	0.009468	0.042174	0.075372	0.105870	0.041968	0.014061	0.016864	0.099512	0.005370	0.011483	0.011827	0.008803	0.503282
are	0.082763	0.204882	0.058599	0.046860	0.029133	0.070693	0.016443	0.001601	0.001765	0.001189	0.001941	0.043535	0.033360	0.046306	0.039309	0.321623
still	0.121833	0.239341	0.043858	0.025627	0.018073	0.023281	0.011058	0.002086	0.002049	0.001537	0.003524	0.020303	0.010080	0.013486	0.047902	0.415960
remaining	0.107102	0.160917	0.039181	0.029148	0.019107	0.057260	0.019849	0.001718	0.002205	0.001765	0.003828	0.022127	0.011798	0.021861	0.035440	0.466694
.	0.053367	0.054252	0.007128	0.009793	0.011699	0.005353	0.008645	0.002394	0.001017	0.000590	0.001561	0.009290	0.006707	0.006181	0.045624	0.776398
[SEP]	0.049412	0.001337	0.000266	0.000242	0.000680	0.000876	0.001477	0.004209	0.002474	0.002691	0.002623	0.000790	0.000519	0.000822	0.006314	0.925268
