TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.014070	0.120906	0.041858	0.117604	0.117380	0.150786	0.047777	0.003989	0.003782	0.001980	0.007542	0.110973	0.038839	0.045793	0.052125	0.124597
None	0.156862	0.006656	0.007017	0.018176	0.047818	0.005534	0.024055	0.001057	0.000529	0.000609	0.003260	0.012415	0.008409	0.006799	0.094631	0.606170
of	0.232588	0.025546	0.001516	0.011660	0.031031	0.032293	0.042614	0.001144	0.000689	0.000468	0.002454	0.017796	0.011471	0.008466	0.102235	0.478029
the	0.256896	0.034966	0.004952	0.026298	0.103277	0.054233	0.123946	0.002479	0.000525	0.000964	0.007880	0.030985	0.011712	0.012621	0.119881	0.208385
original	0.230660	0.048933	0.002699	0.013546	0.027596	0.023915	0.086584	0.004988	0.000855	0.001163	0.007122	0.024159	0.004215	0.006583	0.065991	0.450990
buildings	0.134622	0.024447	0.007284	0.019433	0.029586	0.020165	0.065856	0.003048	0.000968	0.000600	0.004049	0.018729	0.005388	0.011704	0.065820	0.588300
in	0.363627	0.009544	0.007204	0.044833	0.057423	0.034339	0.079454	0.004745	0.001479	0.002234	0.067847	0.014909	0.009109	0.012565	0.088292	0.202397
En	0.122038	0.003725	0.001024	0.001384	0.002467	0.001305	0.012648	0.016993	0.018313	0.025712	0.060751	0.001499	0.003827	0.000999	0.055664	0.671651
##ga	0.059496	0.004068	0.001493	0.001027	0.000637	0.001462	0.013598	0.045536	0.004120	0.032664	0.068120	0.002451	0.002479	0.000739	0.030659	0.731455
##ku	0.251584	0.000713	0.000572	0.000719	0.002212	0.000467	0.009497	0.023786	0.015838	0.003323	0.051548	0.002607	0.005572	0.002237	0.035674	0.593651
##ji	0.266249	0.001367	0.001495	0.002330	0.002551	0.000968	0.012326	0.008964	0.008909	0.005673	0.038145	0.005483	0.002832	0.001439	0.064359	0.576911
are	0.501415	0.018411	0.003820	0.011505	0.058482	0.014036	0.035488	0.001113	0.000193	0.001636	0.011876	0.007001	0.006082	0.003824	0.117580	0.207536
still	0.517014	0.019927	0.000706	0.001847	0.008426	0.006331	0.034711	0.000946	0.000292	0.002046	0.012301	0.006499	0.000212	0.000699	0.102450	0.285596
remaining	0.448809	0.021902	0.001064	0.004777	0.021003	0.022732	0.048730	0.002006	0.000222	0.001685	0.010296	0.004841	0.000837	0.000678	0.089586	0.320831
.	0.223147	0.008104	0.000832	0.002982	0.003831	0.004013	0.015193	0.001569	0.004657	0.004534	0.017970	0.004404	0.003083	0.002566	0.107879	0.595236
[SEP]	0.012043	0.001180	0.000128	0.000174	0.000377	0.001344	0.002080	0.001596	0.002201	0.003346	0.002802	0.000779	0.000398	0.000629	0.009604	0.961318
