TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.099330	0.139689	0.037815	0.035675	0.100930	0.072443	0.030719	0.056972	0.073805	0.052261	0.040550	0.055740	0.052866	0.070776	0.027373	0.053058
None	0.015202	0.040660	0.030454	0.035134	0.153332	0.161092	0.036331	0.097754	0.059586	0.040672	0.057988	0.075828	0.070902	0.027825	0.080060	0.017179
of	0.023084	0.094302	0.057705	0.056005	0.100918	0.049033	0.068950	0.093780	0.045683	0.046954	0.053259	0.131706	0.063226	0.043736	0.048287	0.023372
the	0.020447	0.135214	0.047313	0.079313	0.065908	0.069400	0.051138	0.071541	0.038965	0.047976	0.067083	0.131156	0.080635	0.028409	0.041422	0.024078
original	0.039986	0.201097	0.030492	0.031093	0.022479	0.251450	0.034399	0.038995	0.018399	0.011496	0.014732	0.069506	0.093929	0.021132	0.043287	0.077529
buildings	0.130317	0.173899	0.057800	0.015012	0.073935	0.005452	0.066517	0.024477	0.040783	0.027881	0.069559	0.127853	0.042511	0.032320	0.033029	0.078655
in	0.046076	0.089776	0.045275	0.032822	0.089787	0.037442	0.062998	0.078481	0.050860	0.061488	0.063196	0.102514	0.076188	0.047375	0.049279	0.066443
En	0.073291	0.212309	0.067582	0.025951	0.057819	0.067201	0.066083	0.023002	0.053911	0.050869	0.064355	0.048804	0.049345	0.028826	0.041545	0.069107
##ga	0.095619	0.167978	0.039937	0.024401	0.051420	0.080055	0.061291	0.054153	0.023998	0.033584	0.066785	0.046561	0.059082	0.035292	0.038490	0.121354
##ku	0.147942	0.227701	0.063030	0.012909	0.036494	0.029871	0.051858	0.045227	0.049848	0.025230	0.050549	0.049652	0.045749	0.038918	0.027365	0.097657
##ji	0.110723	0.303807	0.045554	0.016236	0.062309	0.030908	0.058535	0.064187	0.021858	0.035464	0.017741	0.043265	0.032954	0.043746	0.029729	0.082984
are	0.028094	0.098229	0.022457	0.043743	0.209950	0.071867	0.030718	0.046475	0.016162	0.034401	0.040167	0.121598	0.099292	0.037103	0.060714	0.039029
still	0.054466	0.148868	0.023917	0.012134	0.165012	0.040558	0.030042	0.047957	0.021791	0.072823	0.045962	0.131999	0.050452	0.064068	0.030388	0.059564
remaining	0.044597	0.117514	0.048140	0.031647	0.075407	0.128244	0.056789	0.059107	0.033258	0.037101	0.023159	0.114784	0.073292	0.020405	0.060767	0.075791
.	0.008051	0.212799	0.043565	0.033975	0.128858	0.040648	0.045493	0.037543	0.019948	0.057994	0.066796	0.071255	0.096814	0.039958	0.079682	0.016621
[SEP]	0.006760	0.022072	0.077447	0.119309	0.120005	0.060611	0.058227	0.082731	0.100520	0.031626	0.031612	0.072767	0.051189	0.063895	0.093947	0.007282
