TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.005394	0.003878	0.000753	0.002768	0.006360	0.007914	0.010586	0.006066	0.002551	0.006237	0.018701	0.013931	0.014261	0.011696	0.004018	0.884887
None	0.001353	0.040900	0.020937	0.028340	0.079538	0.040364	0.037117	0.005577	0.005446	0.010674	0.013498	0.013934	0.059344	0.058360	0.071700	0.512919
of	0.001432	0.074404	0.029661	0.036296	0.062751	0.078575	0.062935	0.003637	0.002464	0.002061	0.004596	0.007374	0.037741	0.044541	0.033597	0.517935
the	0.001764	0.047052	0.015550	0.054364	0.190690	0.118282	0.090192	0.006983	0.006477	0.005290	0.009498	0.020628	0.083456	0.085293	0.043857	0.220623
original	0.002202	0.019565	0.006792	0.032413	0.184496	0.074499	0.039590	0.007576	0.003669	0.003767	0.007281	0.020989	0.047243	0.062748	0.030864	0.456307
buildings	0.004242	0.035481	0.012230	0.015685	0.029272	0.183995	0.041362	0.011316	0.012643	0.008120	0.016694	0.010573	0.008959	0.011373	0.027109	0.570944
in	0.003869	0.020752	0.006534	0.030399	0.077197	0.171030	0.223675	0.024467	0.022721	0.054369	0.086107	0.011793	0.020667	0.041548	0.025517	0.179356
En	0.001424	0.004621	0.001208	0.002375	0.005600	0.027521	0.059722	0.179056	0.078380	0.201217	0.202409	0.001442	0.004382	0.004590	0.007635	0.218417
##ga	0.002616	0.004452	0.001491	0.002660	0.003166	0.058396	0.080988	0.173194	0.058095	0.099347	0.153389	0.002810	0.001962	0.004104	0.006726	0.346603
##ku	0.001910	0.006364	0.000903	0.002264	0.003636	0.054559	0.060296	0.270588	0.080371	0.089026	0.137640	0.005480	0.007991	0.008721	0.003839	0.266413
##ji	0.001544	0.004013	0.000451	0.001186	0.004898	0.016300	0.042761	0.279531	0.070064	0.216177	0.178332	0.003045	0.003766	0.002825	0.003667	0.171438
are	0.003805	0.015464	0.003510	0.008800	0.112416	0.061601	0.046303	0.012536	0.014796	0.017246	0.032428	0.023646	0.048275	0.071681	0.085375	0.442119
still	0.002326	0.022069	0.009149	0.016423	0.173097	0.035870	0.034019	0.007499	0.007410	0.012916	0.017817	0.019770	0.080625	0.138739	0.061150	0.361125
remaining	0.001838	0.019702	0.005867	0.020131	0.154457	0.080440	0.023507	0.005217	0.004828	0.006230	0.017592	0.025252	0.081764	0.154162	0.044075	0.354939
.	0.000976	0.009721	0.002160	0.005793	0.006028	0.015803	0.027402	0.005179	0.001982	0.005494	0.009741	0.019752	0.023530	0.015613	0.040598	0.810228
[SEP]	0.000857	0.000108	0.000023	0.000036	0.000101	0.000555	0.000661	0.000526	0.000243	0.000185	0.000606	0.000237	0.000183	0.000149	0.000785	0.994743
