TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.141301	0.037174	0.020752	0.040472	0.055308	0.098764	0.112796	0.048081	0.009198	0.053859	0.072715	0.035130	0.027491	0.050601	0.114664	0.081693
None	0.132251	0.023274	0.071692	0.180778	0.019803	0.004746	0.028866	0.004440	0.001129	0.000494	0.000615	0.012766	0.024808	0.027790	0.127626	0.338921
of	0.125229	0.012784	0.211595	0.213606	0.010203	0.006562	0.109912	0.008757	0.000703	0.001627	0.001949	0.006200	0.005774	0.012809	0.084214	0.188075
the	0.113188	0.008139	0.044623	0.442898	0.011507	0.014695	0.104116	0.002569	0.001165	0.001401	0.005029	0.009307	0.003372	0.007701	0.062544	0.167746
original	0.054413	0.030218	0.054715	0.168500	0.061214	0.177757	0.188334	0.004979	0.001043	0.000297	0.003109	0.010276	0.060821	0.044107	0.016788	0.123428
buildings	0.186857	0.004276	0.035717	0.126217	0.016242	0.041259	0.157639	0.003313	0.005703	0.004919	0.011599	0.002754	0.007834	0.010106	0.109178	0.276387
in	0.152184	0.002305	0.033121	0.094081	0.002565	0.006997	0.359721	0.007381	0.004067	0.003505	0.009888	0.005294	0.002085	0.002762	0.066467	0.247577
En	0.164710	0.001668	0.019267	0.053748	0.002933	0.009106	0.027468	0.010256	0.031394	0.016746	0.011740	0.005299	0.000941	0.001601	0.068802	0.574321
##ga	0.089965	0.000237	0.007604	0.041130	0.000330	0.001604	0.024213	0.002222	0.000661	0.016362	0.012589	0.001222	0.000143	0.000311	0.028691	0.772717
##ku	0.060599	0.000700	0.004687	0.028152	0.002393	0.002527	0.015758	0.010077	0.062768	0.009934	0.017111	0.001123	0.000630	0.000606	0.027657	0.755279
##ji	0.144700	0.000190	0.007123	0.048111	0.003180	0.002563	0.013818	0.003176	0.010803	0.020990	0.002611	0.000625	0.000244	0.000426	0.046611	0.694828
are	0.179281	0.008340	0.029487	0.114141	0.006957	0.024942	0.162619	0.005447	0.003626	0.002587	0.005003	0.011624	0.005497	0.010760	0.116062	0.313628
still	0.051582	0.014350	0.158286	0.142897	0.090813	0.048335	0.084014	0.002202	0.000289	0.000074	0.000245	0.004404	0.047137	0.129497	0.030149	0.195728
remaining	0.064480	0.010100	0.176454	0.139530	0.057526	0.050570	0.132609	0.001831	0.000315	0.000072	0.000214	0.001988	0.040461	0.062669	0.026702	0.234481
.	0.169758	0.027234	0.029912	0.041874	0.013225	0.017720	0.081813	0.025499	0.003880	0.010017	0.011406	0.013839	0.028524	0.036150	0.246183	0.242967
[SEP]	0.038440	0.011805	0.007343	0.010674	0.005635	0.016788	0.013632	0.012567	0.004738	0.001348	0.001939	0.003391	0.007555	0.005799	0.016686	0.841660
