TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.003974	0.025895	0.109271	0.284099	0.090470	0.060617	0.311213	0.002750	0.004377	0.001643	0.009400	0.044637	0.023481	0.014366	0.006578	0.007230
None	0.000110	0.028838	0.052904	0.031268	0.021959	0.001970	0.004647	0.000054	0.000023	0.000054	0.000194	0.020072	0.028688	0.032462	0.327820	0.448937
of	0.000348	0.004736	0.194178	0.104678	0.122226	0.054528	0.023357	0.000350	0.000203	0.000183	0.001126	0.005547	0.026388	0.162688	0.135876	0.163590
the	0.000096	0.001663	0.063459	0.072737	0.264879	0.061182	0.037259	0.000497	0.000245	0.000135	0.001254	0.002124	0.009095	0.047964	0.193794	0.243615
original	0.000158	0.000415	0.023524	0.037349	0.461680	0.144051	0.045348	0.003084	0.001303	0.000709	0.004841	0.000533	0.002979	0.024188	0.111846	0.137992
buildings	0.000156	0.000180	0.003167	0.007383	0.097283	0.176618	0.081409	0.000569	0.000146	0.000091	0.001090	0.000125	0.000442	0.002429	0.272511	0.356402
in	0.000247	0.000938	0.020845	0.037730	0.218272	0.097928	0.177833	0.002435	0.000758	0.000386	0.005550	0.001708	0.002996	0.010801	0.186478	0.235093
En	0.000070	0.000088	0.000176	0.000236	0.000772	0.000125	0.000528	0.116523	0.031898	0.127079	0.103267	0.000023	0.000088	0.000068	0.260969	0.358090
##ga	0.000069	0.000040	0.000104	0.000145	0.000313	0.000035	0.000250	0.077018	0.047251	0.092038	0.067720	0.000030	0.000084	0.000047	0.308208	0.406648
##ku	0.000030	0.000042	0.000042	0.000073	0.000210	0.000040	0.000163	0.072009	0.026449	0.107733	0.082775	0.000007	0.000023	0.000015	0.291231	0.419159
##ji	0.000031	0.000106	0.000198	0.000291	0.001099	0.000231	0.000514	0.016287	0.015023	0.029870	0.030931	0.000044	0.000108	0.000070	0.385754	0.519443
are	0.000016	0.014666	0.049709	0.039121	0.019013	0.002129	0.006986	0.000029	0.000007	0.000009	0.000088	0.068603	0.085227	0.045439	0.287919	0.381040
still	0.000031	0.008238	0.064272	0.037949	0.047288	0.005353	0.015011	0.000062	0.000005	0.000014	0.000167	0.008757	0.071460	0.083049	0.281503	0.376842
remaining	0.000018	0.001241	0.086419	0.052071	0.137120	0.033287	0.020265	0.000086	0.000025	0.000023	0.000372	0.001934	0.017160	0.161615	0.210881	0.277482
.	0.017122	0.021332	0.021282	0.028851	0.024285	0.018162	0.024573	0.042362	0.026494	0.029149	0.043636	0.014936	0.015301	0.010310	0.318964	0.343239
[SEP]	0.020187	0.028586	0.027738	0.036800	0.031377	0.024335	0.028420	0.049380	0.034087	0.033651	0.051478	0.019512	0.020379	0.013150	0.281407	0.299513
