TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.724380	0.018529	0.031299	0.027218	0.010063	0.014596	0.022782	0.014891	0.012654	0.009457	0.012464	0.010608	0.010673	0.004495	0.035915	0.039973
None	0.140314	0.058369	0.090754	0.521646	0.079496	0.008657	0.046986	0.014909	0.004186	0.002949	0.003578	0.001715	0.001436	0.000827	0.001543	0.022636
of	0.165881	0.036543	0.048766	0.117901	0.354470	0.135418	0.058405	0.024628	0.035317	0.007129	0.002275	0.000790	0.001142	0.000747	0.000751	0.009838
the	0.078201	0.070944	0.060281	0.032372	0.070149	0.265520	0.254951	0.054687	0.045657	0.043449	0.016129	0.000753	0.000934	0.000814	0.001650	0.003509
original	0.130387	0.009391	0.039140	0.046948	0.022392	0.157875	0.556975	0.015351	0.001683	0.006640	0.007906	0.001018	0.000198	0.000649	0.001354	0.002095
buildings	0.812235	0.000608	0.002656	0.008607	0.012964	0.020273	0.077442	0.028958	0.013081	0.006051	0.009862	0.002076	0.000607	0.000113	0.002033	0.002434
in	0.054691	0.001857	0.000959	0.002956	0.062005	0.082586	0.084490	0.140715	0.264675	0.209396	0.045230	0.023342	0.020499	0.002560	0.000699	0.003341
En	0.510794	0.000927	0.004797	0.002793	0.005309	0.030056	0.240001	0.011227	0.042630	0.059633	0.032962	0.020047	0.020661	0.006933	0.006632	0.004597
##ga	0.860112	0.000215	0.001675	0.001409	0.000078	0.000515	0.029168	0.002498	0.000775	0.024093	0.038801	0.020612	0.005120	0.002103	0.009328	0.003497
##ku	0.863098	0.000266	0.000622	0.001406	0.000111	0.000033	0.004070	0.001966	0.008776	0.001904	0.023164	0.041029	0.008002	0.001023	0.010219	0.034310
##ji	0.886688	0.000378	0.000227	0.000794	0.000359	0.000091	0.000343	0.000328	0.007793	0.011696	0.002821	0.019491	0.027992	0.005481	0.008852	0.026665
are	0.046756	0.000169	0.000099	0.000023	0.000146	0.000638	0.000199	0.000268	0.000365	0.008033	0.013905	0.062256	0.069458	0.608406	0.144531	0.044750
still	0.076819	0.001028	0.000769	0.000296	0.000090	0.000336	0.000464	0.000408	0.000070	0.000866	0.011778	0.041936	0.022335	0.331398	0.369332	0.142074
remaining	0.276251	0.000729	0.000668	0.000907	0.001464	0.000366	0.000133	0.000191	0.000255	0.000219	0.001894	0.015539	0.016539	0.019117	0.174426	0.491303
.	0.595032	0.000930	0.000489	0.000839	0.001114	0.000508	0.000144	0.000361	0.000411	0.001270	0.001336	0.002865	0.019232	0.016142	0.104760	0.254566
[SEP]	0.973208	0.000148	0.000238	0.000116	0.000053	0.000174	0.000074	0.000009	0.000017	0.000105	0.000124	0.000035	0.000275	0.000947	0.009026	0.015450
