TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.017200	0.010995	0.011095	0.004895	0.004859	0.014006	0.021975	0.020440	0.016735	0.009499	0.006702	0.010091	0.005442	0.006380	0.061048	0.778638
None	0.155898	0.247777	0.019769	0.007941	0.001799	0.004741	0.001339	0.000130	0.000700	0.000308	0.000891	0.002140	0.000441	0.000700	0.043632	0.511795
of	0.125138	0.360578	0.057046	0.059154	0.013164	0.023215	0.002506	0.000235	0.000989	0.000616	0.002834	0.008767	0.002318	0.002137	0.042075	0.299227
the	0.078974	0.608456	0.087526	0.031135	0.019217	0.051234	0.005594	0.000800	0.001704	0.001292	0.003382	0.005407	0.001365	0.002108	0.023034	0.078771
original	0.030432	0.602209	0.134631	0.063834	0.020500	0.017214	0.005823	0.000752	0.001194	0.000293	0.000349	0.002593	0.000405	0.000723	0.012846	0.106202
buildings	0.025679	0.537069	0.053025	0.075436	0.037776	0.006254	0.013026	0.001036	0.002723	0.001352	0.000613	0.005017	0.001475	0.000757	0.017983	0.220780
in	0.023821	0.415811	0.034069	0.093067	0.119031	0.052416	0.027804	0.010552	0.020522	0.005340	0.002658	0.004079	0.000861	0.000693	0.004726	0.184550
En	0.008215	0.003889	0.004563	0.005224	0.005134	0.027842	0.118189	0.014931	0.035924	0.013276	0.004110	0.003637	0.000740	0.001302	0.004965	0.748059
##ga	0.007827	0.023416	0.002672	0.004005	0.003361	0.010712	0.048932	0.023051	0.034900	0.011211	0.002953	0.006531	0.000825	0.000638	0.005480	0.813487
##ku	0.004131	0.001466	0.000302	0.001183	0.005995	0.016555	0.217553	0.240375	0.248379	0.015524	0.035499	0.007413	0.002478	0.001135	0.000917	0.201095
##ji	0.013787	0.004864	0.000304	0.001122	0.003122	0.014286	0.190352	0.057484	0.399754	0.123078	0.016590	0.009575	0.002715	0.001028	0.002080	0.159859
are	0.041531	0.094664	0.003234	0.003540	0.017353	0.038189	0.515154	0.017865	0.067963	0.008752	0.020565	0.017140	0.005221	0.004612	0.022819	0.121396
still	0.012640	0.074696	0.000537	0.000894	0.000831	0.005312	0.019183	0.007667	0.053088	0.013667	0.049273	0.402343	0.122504	0.028808	0.034425	0.174130
remaining	0.008258	0.036654	0.000381	0.001741	0.000868	0.004039	0.003224	0.001963	0.023403	0.013243	0.027349	0.437359	0.215308	0.023122	0.047835	0.155253
.	0.006913	0.024935	0.002244	0.001737	0.001566	0.006882	0.007423	0.005633	0.018732	0.018446	0.026514	0.341808	0.204696	0.116678	0.047054	0.168740
[SEP]	0.024987	0.008148	0.009331	0.009400	0.004789	0.003798	0.027279	0.012852	0.006167	0.005451	0.002369	0.004167	0.005300	0.004243	0.045813	0.825907
