TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.776454	0.003369	0.018776	0.011522	0.012519	0.015095	0.018714	0.008060	0.007620	0.006928	0.006763	0.010326	0.009495	0.006028	0.030502	0.057828
None	0.121683	0.017564	0.063342	0.041236	0.074629	0.135524	0.071752	0.030276	0.020341	0.036546	0.041822	0.113383	0.040445	0.044255	0.065919	0.081281
of	0.122032	0.058199	0.044933	0.114392	0.054142	0.091982	0.067508	0.044047	0.037737	0.033467	0.030414	0.045427	0.044507	0.051403	0.085655	0.074156
the	0.062910	0.042349	0.078808	0.107427	0.046348	0.053823	0.091191	0.054456	0.035826	0.052378	0.046742	0.074191	0.052399	0.041369	0.090945	0.068837
original	0.022096	0.047876	0.035231	0.016428	0.053112	0.207758	0.041307	0.020690	0.012581	0.048166	0.092420	0.250746	0.037974	0.044583	0.032141	0.036890
buildings	0.025993	0.072342	0.024764	0.030196	0.079899	0.228002	0.030317	0.026981	0.019047	0.043422	0.044012	0.116690	0.053833	0.097371	0.045241	0.061891
in	0.042335	0.054336	0.095908	0.080720	0.041430	0.072902	0.095555	0.066921	0.030650	0.051524	0.042267	0.065216	0.037389	0.038929	0.105310	0.078609
En	0.239512	0.028454	0.060619	0.082073	0.058121	0.063209	0.064052	0.024964	0.013122	0.031755	0.022194	0.041323	0.046313	0.044803	0.093111	0.086374
##ga	0.257700	0.010848	0.087542	0.080715	0.027679	0.035556	0.119799	0.030411	0.005529	0.022125	0.011106	0.042057	0.039883	0.027342	0.121379	0.080327
##ku	0.328585	0.009119	0.074245	0.058039	0.053085	0.051383	0.095065	0.020264	0.009445	0.011270	0.013351	0.062263	0.037857	0.037305	0.070905	0.067818
##ji	0.180161	0.016200	0.057588	0.073605	0.089721	0.076329	0.085772	0.033537	0.012475	0.025450	0.016351	0.050323	0.073989	0.078184	0.069418	0.060899
are	0.019012	0.048802	0.040891	0.038053	0.092766	0.223716	0.052571	0.030699	0.013836	0.025767	0.031020	0.152947	0.070636	0.063691	0.061442	0.034149
still	0.065389	0.062607	0.044415	0.043347	0.063427	0.126680	0.048419	0.018127	0.013037	0.018722	0.036749	0.246649	0.030344	0.032398	0.057626	0.092064
remaining	0.041404	0.054436	0.052112	0.029743	0.071684	0.204634	0.062424	0.031981	0.011250	0.018773	0.046062	0.196272	0.029720	0.038008	0.058320	0.053178
.	0.060920	0.032264	0.072880	0.150726	0.038818	0.040670	0.097094	0.063822	0.042686	0.033768	0.015127	0.037419	0.043117	0.025907	0.097076	0.147705
[SEP]	0.458262	0.005573	0.041787	0.047296	0.012667	0.013347	0.040211	0.007690	0.002770	0.004212	0.002728	0.010040	0.009670	0.006465	0.057302	0.279979
