TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.006771	0.226004	0.033399	0.134428	0.118534	0.008094	0.013903	0.001701	0.000586	0.000419	0.001346	0.156668	0.190219	0.090728	0.008854	0.008345
None	0.012872	0.003277	0.000763	0.002190	0.003075	0.001182	0.009338	0.004589	0.004656	0.005673	0.008490	0.001610	0.001734	0.000983	0.379399	0.560168
of	0.023497	0.004875	0.002322	0.008177	0.016155	0.005434	0.041179	0.024157	0.027357	0.025762	0.056627	0.001197	0.001657	0.001592	0.322655	0.437357
the	0.012151	0.003246	0.001386	0.003738	0.007249	0.001628	0.047807	0.019357	0.018743	0.028595	0.060014	0.001004	0.001589	0.001967	0.327820	0.463703
original	0.004826	0.000799	0.000445	0.001393	0.002730	0.000880	0.026200	0.008321	0.003857	0.010922	0.024512	0.000181	0.000373	0.000402	0.365508	0.548651
buildings	0.007761	0.002563	0.000978	0.001856	0.005795	0.003077	0.016313	0.005263	0.003931	0.007428	0.019555	0.000688	0.000993	0.001460	0.374221	0.548118
in	0.020894	0.001196	0.000747	0.005157	0.011727	0.001673	0.026356	0.021533	0.027537	0.015183	0.050176	0.000790	0.001332	0.001457	0.324729	0.489515
En	0.001637	0.000225	0.000062	0.000362	0.000943	0.000153	0.006246	0.001254	0.000963	0.001536	0.002431	0.000102	0.000214	0.000136	0.346195	0.637542
##ga	0.000541	0.000102	0.000043	0.000156	0.000453	0.000061	0.002876	0.000655	0.000408	0.001187	0.002122	0.000040	0.000109	0.000089	0.342782	0.648376
##ku	0.000845	0.000151	0.000078	0.000315	0.000534	0.000323	0.003077	0.000594	0.000688	0.001060	0.001992	0.000060	0.000144	0.000109	0.347359	0.642669
##ji	0.003260	0.001327	0.000372	0.001308	0.002623	0.001100	0.005837	0.000997	0.001619	0.001530	0.002680	0.000804	0.000969	0.000889	0.354178	0.620508
are	0.015275	0.009057	0.000937	0.002921	0.002815	0.001337	0.004934	0.005637	0.003952	0.009840	0.013528	0.009057	0.005084	0.004929	0.364517	0.546180
still	0.021550	0.011296	0.001360	0.003822	0.004786	0.001276	0.008607	0.009724	0.003743	0.012362	0.031571	0.005297	0.004204	0.003476	0.366150	0.510778
remaining	0.011157	0.005245	0.001094	0.003389	0.004771	0.001800	0.008732	0.010441	0.005406	0.013586	0.036489	0.002235	0.001907	0.002577	0.368807	0.522363
.	0.000622	0.000584	0.000109	0.000176	0.000249	0.000301	0.000773	0.000689	0.001026	0.003015	0.002322	0.000176	0.000242	0.000106	0.360848	0.628762
[SEP]	0.000789	0.000774	0.000167	0.000254	0.000367	0.000421	0.001047	0.000958	0.001391	0.003789	0.002968	0.000232	0.000337	0.000141	0.364029	0.622335
