TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.785613	0.033793	0.013773	0.012159	0.015829	0.013324	0.012767	0.014339	0.013269	0.020931	0.012964	0.006398	0.007929	0.010252	0.010573	0.016087
None	0.005355	0.036360	0.685108	0.115648	0.085066	0.018043	0.015224	0.013775	0.003670	0.004769	0.004478	0.004621	0.000563	0.003187	0.002447	0.001685
of	0.003444	0.489502	0.034834	0.245465	0.140674	0.034147	0.007679	0.001214	0.004351	0.001044	0.001659	0.002070	0.002535	0.002693	0.004184	0.024503
the	0.002420	0.109965	0.023455	0.016578	0.759082	0.056283	0.009935	0.002302	0.009419	0.002510	0.000699	0.000756	0.000551	0.003002	0.001189	0.001855
original	0.029792	0.085171	0.050995	0.059924	0.031421	0.672830	0.049588	0.002009	0.004802	0.005243	0.004619	0.000512	0.000675	0.001024	0.000927	0.000468
buildings	0.087155	0.013226	0.032300	0.043605	0.297687	0.092957	0.293737	0.026614	0.069193	0.019909	0.021086	0.001045	0.000177	0.000710	0.000180	0.000420
in	0.001778	0.023575	0.015228	0.052485	0.179550	0.182328	0.049935	0.217488	0.121403	0.101371	0.028316	0.012149	0.007381	0.001524	0.003493	0.001994
En	0.000288	0.002823	0.000338	0.003848	0.005717	0.015101	0.017741	0.005349	0.639118	0.216378	0.085804	0.003059	0.002455	0.001327	0.000089	0.000564
##ga	0.000192	0.007784	0.000562	0.000178	0.000508	0.007539	0.011988	0.142694	0.032107	0.706072	0.078994	0.005738	0.004247	0.000799	0.000530	0.000070
##ku	0.000399	0.011356	0.000623	0.001432	0.001421	0.006842	0.009217	0.092125	0.324780	0.058732	0.446984	0.015914	0.012206	0.010490	0.004188	0.003290
##ji	0.001728	0.005459	0.001202	0.001315	0.001946	0.001352	0.006445	0.159401	0.161484	0.356802	0.074647	0.182604	0.017802	0.012110	0.006886	0.008818
are	0.001014	0.003587	0.000426	0.000304	0.000851	0.000509	0.000434	0.000813	0.013583	0.014527	0.052191	0.031819	0.755186	0.052286	0.041481	0.030987
still	0.006860	0.007115	0.001518	0.000283	0.000692	0.000508	0.003314	0.000430	0.002204	0.019080	0.044282	0.214071	0.034903	0.351021	0.138797	0.174922
remaining	0.007383	0.002341	0.004175	0.000588	0.000516	0.000281	0.000400	0.000410	0.000244	0.004079	0.009939	0.040525	0.081745	0.026419	0.646737	0.174218
.	0.000256	0.000720	0.000176	0.000534	0.000072	0.000018	0.000068	0.000044	0.000378	0.000331	0.003085	0.004093	0.003263	0.011555	0.014738	0.960671
[SEP]	0.449564	0.006454	0.001622	0.000172	0.000468	0.000085	0.000031	0.000132	0.000188	0.001567	0.001237	0.002991	0.009713	0.016425	0.201895	0.307456
