TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.003595	0.009823	0.002181	0.013137	0.049870	0.019217	0.036391	0.113164	0.118518	0.321381	0.109933	0.008068	0.010582	0.021094	0.066668	0.096378
None	0.015382	0.024508	0.009894	0.023590	0.041480	0.027148	0.029884	0.027965	0.063170	0.054304	0.057517	0.046184	0.032606	0.038498	0.229824	0.278046
of	0.034667	0.082490	0.012289	0.014544	0.024624	0.010686	0.011900	0.043504	0.016140	0.044383	0.059926	0.029263	0.025766	0.011858	0.255193	0.322765
the	0.014164	0.039263	0.006385	0.008289	0.008930	0.007786	0.008222	0.129243	0.095505	0.201433	0.124088	0.010629	0.011344	0.005953	0.152497	0.176270
original	0.012889	0.018220	0.002568	0.002766	0.003249	0.003039	0.005608	0.131923	0.049898	0.239167	0.134377	0.003047	0.004883	0.002139	0.175022	0.211204
buildings	0.010303	0.023788	0.005599	0.005792	0.007819	0.004599	0.007595	0.107329	0.130811	0.160852	0.077915	0.006240	0.006164	0.004025	0.196055	0.245115
in	0.023345	0.067122	0.007452	0.013245	0.013937	0.015193	0.012081	0.084992	0.048457	0.155533	0.048453	0.036694	0.023950	0.018388	0.197725	0.233434
En	0.033248	0.014987	0.002099	0.004976	0.028826	0.020777	0.014609	0.021301	0.005526	0.025781	0.007672	0.009354	0.018433	0.013699	0.326745	0.451967
##ga	0.022506	0.009460	0.000797	0.002811	0.026939	0.020041	0.013289	0.003557	0.000187	0.002695	0.001021	0.005588	0.008670	0.005928	0.335934	0.540577
##ku	0.023733	0.018281	0.002998	0.011717	0.059293	0.054723	0.034847	0.014004	0.002487	0.011070	0.004759	0.017340	0.024792	0.022548	0.292851	0.404557
##ji	0.017392	0.020441	0.003048	0.008736	0.050602	0.024601	0.014912	0.012055	0.002994	0.012407	0.003085	0.008614	0.014354	0.016267	0.333259	0.457231
are	0.007919	0.029634	0.006577	0.015142	0.009905	0.006583	0.020183	0.090029	0.136232	0.124261	0.090552	0.064669	0.035419	0.023821	0.154586	0.184490
still	0.006413	0.012362	0.004304	0.008291	0.010259	0.005491	0.013265	0.107592	0.116279	0.103298	0.126394	0.008832	0.007541	0.006376	0.204575	0.258727
remaining	0.007551	0.007958	0.002045	0.003993	0.005993	0.003884	0.006884	0.128623	0.096031	0.095087	0.113266	0.002993	0.003125	0.001321	0.225544	0.295700
.	0.012899	0.012581	0.004049	0.006450	0.022121	0.015582	0.008283	0.011015	0.005359	0.013121	0.013726	0.007103	0.007093	0.013953	0.346370	0.500293
[SEP]	0.013543	0.012313	0.004301	0.006526	0.022574	0.015513	0.009102	0.011765	0.006025	0.013494	0.013113	0.006759	0.007547	0.013739	0.347327	0.496359
