TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.026322	0.001273	0.000198	0.001033	0.002676	0.002409	0.002091	0.000464	0.000142	0.000337	0.005485	0.002420	0.002744	0.001640	0.029568	0.921198
None	0.006640	0.008096	0.001419	0.005144	0.002694	0.014883	0.003458	0.000291	0.000195	0.000103	0.003392	0.018919	0.007744	0.016183	0.007877	0.902963
of	0.005773	0.130377	0.007587	0.007347	0.010734	0.022548	0.001850	0.000067	0.000032	0.000017	0.000336	0.026740	0.036373	0.022353	0.005514	0.722352
the	0.014838	0.167069	0.057779	0.015656	0.023899	0.022438	0.015776	0.000209	0.000079	0.000037	0.000589	0.017368	0.013756	0.017942	0.011486	0.621080
original	0.018165	0.050795	0.052310	0.108500	0.025030	0.026611	0.029682	0.001933	0.001329	0.000534	0.002893	0.021206	0.004708	0.004815	0.001895	0.649592
buildings	0.019135	0.098544	0.032673	0.043106	0.161349	0.037195	0.016225	0.001136	0.001035	0.000773	0.002231	0.010659	0.015207	0.019231	0.002503	0.538998
in	0.023024	0.010416	0.003032	0.019909	0.022191	0.027257	0.163366	0.003679	0.000600	0.000145	0.000543	0.004824	0.002033	0.001621	0.001544	0.715817
En	0.024933	0.005470	0.006082	0.010388	0.011036	0.029946	0.349430	0.005673	0.001319	0.000448	0.004694	0.015581	0.002795	0.010037	0.005076	0.517092
##ga	0.011455	0.000556	0.000324	0.003330	0.004235	0.021449	0.048980	0.240941	0.002573	0.002153	0.001368	0.010341	0.001347	0.004988	0.000471	0.645490
##ku	0.009380	0.000635	0.002007	0.015567	0.004370	0.005135	0.051515	0.027391	0.163262	0.027849	0.001817	0.006988	0.003354	0.004195	0.004369	0.672165
##ji	0.020038	0.002256	0.001325	0.005663	0.007830	0.021346	0.094309	0.015055	0.017434	0.095401	0.017348	0.021029	0.010170	0.035078	0.015207	0.620511
are	0.004910	0.001051	0.000227	0.001227	0.001917	0.004246	0.003979	0.002533	0.001202	0.001515	0.013618	0.107277	0.073877	0.014348	0.004876	0.763196
still	0.002555	0.003454	0.000898	0.001606	0.003765	0.014985	0.003610	0.003569	0.001335	0.004271	0.010614	0.378117	0.254564	0.080638	0.003494	0.232528
remaining	0.002807	0.002526	0.000373	0.001442	0.002456	0.013838	0.005679	0.002267	0.002504	0.002169	0.001909	0.237608	0.284679	0.058547	0.009928	0.371269
.	0.022538	0.015664	0.001763	0.001977	0.003889	0.017302	0.007178	0.003705	0.000298	0.000183	0.003365	0.052213	0.112732	0.116277	0.114892	0.526022
[SEP]	0.009368	0.007211	0.004395	0.027001	0.006737	0.009664	0.016729	0.011426	0.010939	0.003877	0.006992	0.010099	0.012081	0.006096	0.003500	0.853886
