TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.016668	0.012291	0.102436	0.025649	0.006494	0.022710	0.338088	0.013076	0.021665	0.012884	0.012986	0.109108	0.039273	0.040499	0.059630	0.166543
None	0.042145	0.012592	0.050025	0.407144	0.025963	0.025010	0.025352	0.051767	0.027361	0.020188	0.025807	0.101360	0.040009	0.026809	0.046957	0.071511
of	0.020872	0.015972	0.071231	0.052554	0.059848	0.014534	0.092652	0.009874	0.025462	0.027470	0.045677	0.241440	0.124894	0.042398	0.039840	0.115282
the	0.003928	0.017583	0.109168	0.020387	0.026523	0.010794	0.153204	0.010278	0.013830	0.009375	0.010838	0.368301	0.095977	0.030053	0.047153	0.072609
original	0.033275	0.122971	0.017540	0.032658	0.084790	0.090520	0.012939	0.023363	0.018314	0.061420	0.048683	0.059826	0.196899	0.090479	0.019440	0.086884
buildings	0.006631	0.068652	0.004844	0.006840	0.297031	0.151509	0.012259	0.014621	0.004052	0.041555	0.014115	0.011104	0.112102	0.232788	0.004547	0.017351
in	0.012950	0.022133	0.081632	0.032153	0.063241	0.023480	0.071770	0.012121	0.032580	0.022173	0.027778	0.272538	0.109494	0.033638	0.049154	0.133165
En	0.011420	0.022743	0.108142	0.016613	0.071064	0.030714	0.129784	0.014103	0.048786	0.027768	0.106655	0.175930	0.026797	0.024675	0.104853	0.079953
##ga	0.300658	0.044513	0.064870	0.017057	0.049693	0.063244	0.051082	0.010334	0.006809	0.016427	0.025515	0.064416	0.058546	0.023967	0.022535	0.180335
##ku	0.522735	0.015438	0.059415	0.020146	0.029424	0.064796	0.017541	0.009413	0.036574	0.003456	0.033665	0.022907	0.018361	0.016584	0.017651	0.111893
##ji	0.447513	0.017383	0.035986	0.060552	0.019114	0.037547	0.025801	0.024360	0.027230	0.006520	0.021181	0.012130	0.034407	0.027357	0.024835	0.178084
are	0.008288	0.044423	0.071837	0.084240	0.045591	0.072078	0.085362	0.024932	0.027505	0.017430	0.045404	0.100659	0.108896	0.027128	0.105360	0.130868
still	0.150154	0.039641	0.032562	0.070518	0.065285	0.020680	0.035542	0.013908	0.029186	0.014544	0.026353	0.036067	0.039456	0.066101	0.039383	0.320619
remaining	0.281826	0.073361	0.031679	0.028567	0.049633	0.066694	0.027800	0.028077	0.019653	0.011559	0.030045	0.010726	0.071717	0.021238	0.016872	0.230553
.	0.000476	0.007046	0.043377	0.044809	0.008919	0.011971	0.107788	0.009665	0.004893	0.005152	0.005431	0.362174	0.095477	0.018043	0.190382	0.084396
[SEP]	0.023964	0.077240	0.029580	0.064763	0.010457	0.041711	0.035411	0.012426	0.014856	0.022975	0.005688	0.061812	0.025344	0.036295	0.046583	0.490895
