TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.100627	0.011427	0.003318	0.009306	0.004091	0.003085	0.004629	0.001097	0.000177	0.000322	0.000151	0.012741	0.001935	0.001507	0.003921	0.841666
None	0.001106	0.037547	0.014442	0.063842	0.166544	0.022438	0.007065	0.001150	0.000282	0.000078	0.000287	0.518865	0.014555	0.028189	0.011297	0.112313
of	0.001410	0.016333	0.005981	0.036140	0.466511	0.013225	0.009412	0.002549	0.000377	0.000729	0.000644	0.076313	0.001108	0.001659	0.002384	0.365226
the	0.001815	0.009573	0.005536	0.022216	0.447258	0.014386	0.016548	0.006952	0.001042	0.001078	0.000601	0.066433	0.002091	0.003104	0.001908	0.399459
original	0.001234	0.001418	0.001187	0.009683	0.029757	0.026417	0.014804	0.001375	0.000535	0.000262	0.000233	0.016417	0.000768	0.003206	0.001449	0.891255
buildings	0.003623	0.002942	0.004048	0.006078	0.008577	0.012597	0.012308	0.004915	0.002728	0.001053	0.005455	0.003505	0.000657	0.001950	0.003457	0.926106
in	0.002931	0.003440	0.001372	0.001990	0.007189	0.007740	0.097318	0.003358	0.006603	0.001765	0.012882	0.005515	0.001739	0.001190	0.005248	0.839720
En	0.002321	0.000659	0.000559	0.000762	0.003147	0.001572	0.017483	0.009675	0.048201	0.041757	0.047474	0.000481	0.000423	0.000837	0.004140	0.820509
##ga	0.002902	0.000804	0.000808	0.000844	0.002005	0.001131	0.002624	0.008910	0.004858	0.236883	0.048301	0.001054	0.002464	0.004070	0.004309	0.678033
##ku	0.001071	0.000020	0.000039	0.000068	0.000065	0.000124	0.000372	0.002784	0.000624	0.012021	0.055682	0.000020	0.000152	0.001090	0.000983	0.924887
##ji	0.004825	0.000461	0.000679	0.000523	0.000425	0.000760	0.002010	0.003993	0.000265	0.002597	0.010837	0.006222	0.000985	0.004123	0.010110	0.951185
are	0.006043	0.006424	0.002865	0.004844	0.005313	0.003006	0.004664	0.005179	0.001323	0.005606	0.013162	0.014876	0.108273	0.193923	0.042509	0.581992
still	0.009464	0.006768	0.002115	0.005726	0.003625	0.003167	0.002785	0.003064	0.000599	0.002170	0.011036	0.009687	0.012444	0.083219	0.046125	0.798006
remaining	0.002271	0.002362	0.000624	0.001564	0.003370	0.002704	0.002502	0.001762	0.000283	0.000312	0.001940	0.009017	0.007625	0.023374	0.011507	0.928783
.	0.010907	0.012399	0.003793	0.004176	0.002976	0.003448	0.001801	0.000804	0.000375	0.000767	0.001741	0.010919	0.004957	0.008310	0.017425	0.915202
[SEP]	0.018123	0.000877	0.000580	0.001687	0.001801	0.004348	0.002961	0.001157	0.001072	0.001062	0.002265	0.004151	0.001067	0.005858	0.007075	0.945917
