TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.838365	0.000727	0.110186	0.000285	0.003634	0.004537	0.001120	0.000847	0.018960	0.005048	0.008043	0.000545	0.001488	0.001830	0.003832	0.000551
None	0.182880	0.039067	0.033944	0.040580	0.080843	0.078051	0.033113	0.064864	0.105757	0.037665	0.033576	0.072283	0.077020	0.040206	0.036962	0.043187
of	0.038403	0.057328	0.026438	0.054832	0.149899	0.133202	0.057544	0.031864	0.010397	0.007816	0.011884	0.057672	0.116695	0.110556	0.013037	0.122433
the	0.014812	0.038832	0.042495	0.056456	0.183981	0.148380	0.068739	0.051210	0.024373	0.014589	0.015358	0.060344	0.081743	0.057465	0.070148	0.071074
original	0.007813	0.046267	0.015051	0.022613	0.204627	0.058172	0.031507	0.012011	0.004599	0.007401	0.005796	0.220276	0.191108	0.084787	0.005789	0.082183
buildings	0.009567	0.132561	0.019764	0.010420	0.378069	0.121828	0.037012	0.008715	0.002747	0.003106	0.007397	0.035557	0.025431	0.069749	0.005095	0.132981
in	0.028191	0.140099	0.018613	0.058957	0.184280	0.128929	0.016276	0.071244	0.015795	0.014914	0.010365	0.046748	0.069464	0.116042	0.008842	0.071240
En	0.314721	0.020465	0.056758	0.076671	0.015258	0.036192	0.028395	0.009797	0.112158	0.047853	0.048782	0.051173	0.036133	0.033731	0.018235	0.093679
##ga	0.282614	0.012593	0.120996	0.017903	0.009464	0.020153	0.016985	0.042408	0.074537	0.228383	0.109292	0.011103	0.010762	0.019770	0.011066	0.011970
##ku	0.209919	0.017563	0.062223	0.043377	0.008920	0.020671	0.023945	0.110503	0.122260	0.105395	0.142589	0.028489	0.020528	0.031566	0.007963	0.044089
##ji	0.339911	0.010178	0.022851	0.010645	0.004395	0.009743	0.003334	0.076681	0.152435	0.244650	0.071427	0.010533	0.011784	0.019696	0.003669	0.008067
are	0.012045	0.129814	0.010187	0.024647	0.162401	0.178683	0.025041	0.020901	0.003803	0.003738	0.007360	0.029127	0.096433	0.103212	0.009121	0.183487
still	0.015830	0.049132	0.009890	0.009636	0.159716	0.528057	0.006364	0.029055	0.004384	0.007861	0.007823	0.017054	0.033475	0.092420	0.002971	0.026332
remaining	0.016052	0.086052	0.010935	0.007725	0.161283	0.331194	0.027795	0.007464	0.002840	0.002577	0.011132	0.054043	0.117164	0.087951	0.005268	0.070523
.	0.009626	0.011528	0.117680	0.030815	0.016094	0.015168	0.129865	0.039014	0.033863	0.012403	0.030851	0.020215	0.024045	0.016586	0.459894	0.032353
[SEP]	0.151997	0.004876	0.176053	0.008509	0.009411	0.011734	0.050359	0.020248	0.050552	0.012349	0.021321	0.009150	0.014274	0.010255	0.428058	0.020852
