TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.018205	0.002558	0.000344	0.000439	0.020604	0.004763	0.072664	0.002739	0.000275	0.000358	0.011871	0.011940	0.024295	0.056255	0.028925	0.743764
None	0.004188	0.014939	0.000565	0.000677	0.001044	0.004456	0.000981	0.000699	0.000470	0.000312	0.001250	0.012427	0.010458	0.008399	0.037973	0.901161
of	0.018766	0.204533	0.018489	0.016296	0.009070	0.025519	0.008621	0.000884	0.000894	0.000377	0.002572	0.031316	0.020617	0.034834	0.052502	0.554712
the	0.022840	0.308210	0.096705	0.026868	0.034078	0.021890	0.017455	0.001954	0.000623	0.000280	0.001983	0.024175	0.026782	0.033106	0.082837	0.300214
original	0.009727	0.141212	0.062510	0.122218	0.073180	0.043709	0.030123	0.003337	0.000803	0.000780	0.004378	0.032996	0.025291	0.023619	0.042788	0.383328
buildings	0.010118	0.337190	0.129694	0.116431	0.089530	0.012476	0.003942	0.001322	0.000962	0.000566	0.002133	0.026975	0.023028	0.032203	0.029001	0.184429
in	0.018714	0.059576	0.013521	0.126489	0.306682	0.092830	0.174780	0.002118	0.001325	0.000275	0.002443	0.010199	0.008327	0.018688	0.031419	0.132614
En	0.009670	0.003153	0.002108	0.007212	0.016384	0.048805	0.520333	0.017090	0.004503	0.004924	0.035165	0.004949	0.004390	0.010672	0.007018	0.303625
##ga	0.008042	0.002851	0.001265	0.002456	0.011182	0.023306	0.466104	0.118097	0.014104	0.005444	0.068729	0.003417	0.003221	0.016853	0.008641	0.246290
##ku	0.010088	0.003734	0.003472	0.006919	0.023797	0.020953	0.333137	0.078848	0.025227	0.014113	0.043117	0.011595	0.011337	0.018592	0.008204	0.386869
##ji	0.013203	0.003255	0.002112	0.004715	0.026273	0.029211	0.558235	0.020198	0.003195	0.008208	0.018464	0.003622	0.004363	0.008237	0.005655	0.291055
are	0.005483	0.024268	0.000872	0.003042	0.004892	0.009218	0.007421	0.001248	0.000453	0.000606	0.002843	0.035616	0.038089	0.026107	0.101987	0.737855
still	0.005967	0.014043	0.000830	0.005275	0.006323	0.007620	0.006394	0.001879	0.000758	0.002018	0.002500	0.176538	0.087647	0.020546	0.084834	0.576828
remaining	0.002969	0.009565	0.000480	0.003763	0.003676	0.007076	0.003057	0.000843	0.001298	0.002812	0.002186	0.383722	0.186487	0.027757	0.035791	0.328518
.	0.004443	0.004666	0.000593	0.001206	0.003488	0.006605	0.003261	0.002216	0.000337	0.000782	0.007496	0.033672	0.034950	0.042504	0.113112	0.740668
[SEP]	0.019399	0.006350	0.004618	0.010331	0.007887	0.009855	0.006294	0.034570	0.021628	0.010955	0.020273	0.007947	0.007207	0.007946	0.026063	0.798678
