TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.008557	0.008459	0.025767	0.012280	0.011683	0.003364	0.022216	0.009945	0.028010	0.014450	0.004964	0.301691	0.548614
None	0.159710	0.071838	0.012910	0.039239	0.020411	0.004515	0.002976	0.004149	0.005689	0.006722	0.007132	0.142686	0.522023
of	0.033440	0.034942	0.211063	0.014890	0.015339	0.004704	0.005706	0.007327	0.004455	0.009344	0.012533	0.227651	0.418606
it	0.127400	0.043358	0.009368	0.032401	0.015600	0.001931	0.002942	0.004905	0.004245	0.003186	0.034918	0.175806	0.543939
is	0.092675	0.008130	0.003264	0.015960	0.090516	0.004940	0.003962	0.016184	0.021255	0.002754	0.005410	0.216917	0.518032
di	0.079440	0.019761	0.005381	0.008604	0.018891	0.022479	0.028795	0.009320	0.010156	0.007771	0.008462	0.108907	0.672034
##v	0.016756	0.007101	0.008675	0.003182	0.016635	0.030496	0.108804	0.004397	0.008084	0.010926	0.005789	0.086311	0.692843
##vied	0.024665	0.006361	0.010730	0.003227	0.016166	0.005445	0.008880	0.019081	0.021725	0.012435	0.016404	0.185004	0.669876
up	0.039144	0.005172	0.006548	0.007594	0.020678	0.005025	0.004720	0.023810	0.156330	0.055148	0.016058	0.162715	0.497057
among	0.037828	0.022951	0.020483	0.016065	0.025017	0.008545	0.004204	0.026106	0.059106	0.042372	0.060549	0.191367	0.485406
anything	0.066737	0.011538	0.004091	0.014189	0.004075	0.002167	0.004419	0.006966	0.011345	0.010065	0.076605	0.304389	0.483414
.	0.132233	0.008702	0.004915	0.008584	0.011340	0.005327	0.044038	0.013469	0.006271	0.010626	0.010902	0.292674	0.450920
[SEP]	0.128284	0.019815	0.006891	0.010648	0.012232	0.022071	0.017573	0.011388	0.010431	0.011063	0.012243	0.035220	0.702141
