TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.017548	0.006770	0.002796	0.002931	0.039151	0.023877	0.051513	0.009419	0.007740	0.005374	0.006727	0.011622	0.814532
None	0.007752	0.006733	0.007757	0.001638	0.019119	0.027111	0.006112	0.029256	0.011476	0.003359	0.002620	0.018191	0.858877
of	0.009676	0.006130	0.000799	0.000333	0.017583	0.008570	0.001287	0.004337	0.003166	0.005225	0.001156	0.058208	0.883530
it	0.040954	0.019100	0.036460	0.004155	0.042465	0.006101	0.005156	0.017955	0.027233	0.002268	0.004154	0.092654	0.701346
is	0.045115	0.330416	0.041212	0.004345	0.004259	0.002216	0.000313	0.006026	0.003209	0.016142	0.012382	0.044779	0.489586
di	0.033316	0.086524	0.016326	0.011166	0.047835	0.004579	0.002919	0.018693	0.003764	0.005353	0.041051	0.043111	0.685361
##v	0.008265	0.001170	0.002560	0.003922	0.005629	0.003095	0.000862	0.001096	0.000639	0.000561	0.000582	0.003193	0.968427
##vied	0.018844	0.059303	0.010709	0.008470	0.322343	0.087980	0.004117	0.000592	0.003923	0.014562	0.023103	0.021163	0.424889
up	0.051205	0.026302	0.002828	0.004680	0.249015	0.014535	0.061459	0.174710	0.020064	0.005867	0.010552	0.057129	0.321654
among	0.043751	0.017487	0.011529	0.009922	0.108034	0.023746	0.011237	0.316762	0.141406	0.077145	0.024593	0.054181	0.160209
anything	0.067627	0.531093	0.000583	0.003619	0.022508	0.047859	0.028103	0.035683	0.028548	0.050356	0.003586	0.060625	0.119810
.	0.026922	0.043361	0.005254	0.004292	0.033224	0.017902	0.010598	0.025712	0.024590	0.028602	0.022499	0.021127	0.735917
[SEP]	0.004199	0.003713	0.001119	0.000417	0.006691	0.002044	0.003306	0.000783	0.000571	0.000778	0.006011	0.002179	0.968190
