TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.034097	0.167165	0.105787	0.258320	0.095478	0.005371	0.009130	0.045178	0.014496	0.010474	0.033817	0.117396	0.103292
None	0.158062	0.062972	0.029428	0.187679	0.031049	0.002352	0.001450	0.015448	0.004822	0.037095	0.047686	0.040961	0.380997
of	0.020429	0.040867	0.221834	0.196158	0.021880	0.003984	0.002764	0.019515	0.007116	0.113950	0.050516	0.016117	0.284869
it	0.010372	0.006293	0.026048	0.032551	0.009822	0.001248	0.001358	0.008633	0.001764	0.023695	0.009246	0.010263	0.858707
is	0.088742	0.013649	0.011367	0.102647	0.011702	0.001415	0.001435	0.006967	0.001525	0.008989	0.042096	0.034863	0.674603
di	0.092230	0.031433	0.009242	0.093371	0.028846	0.002891	0.002913	0.012086	0.003502	0.033342	0.058155	0.048029	0.583962
##v	0.030759	0.068164	0.047124	0.043358	0.039808	0.017652	0.006385	0.047879	0.066062	0.064457	0.058443	0.006598	0.503311
##vied	0.023591	0.013378	0.013728	0.046956	0.010889	0.002173	0.001748	0.011396	0.002375	0.035873	0.019876	0.032124	0.785893
up	0.035973	0.009982	0.016810	0.073331	0.017741	0.003236	0.002085	0.029437	0.013085	0.039793	0.015641	0.018376	0.724509
among	0.036904	0.010762	0.019896	0.065465	0.019499	0.005847	0.002936	0.037267	0.010102	0.044459	0.012575	0.004289	0.730002
anything	0.026231	0.029349	0.019044	0.017803	0.016451	0.010199	0.002271	0.018579	0.011308	0.067476	0.036963	0.018627	0.725700
.	0.332850	0.019260	0.006390	0.015402	0.027741	0.002629	0.001153	0.010740	0.002029	0.011730	0.036414	0.014107	0.519555
[SEP]	0.049941	0.032635	0.015582	0.013751	0.031808	0.021405	0.024153	0.008933	0.019293	0.032979	0.027553	0.015481	0.706486
