TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.794731	0.034185	0.013932	0.018941	0.014731	0.022200	0.017979	0.019635	0.012537	0.015124	0.009164	0.011394	0.015446
None	0.005830	0.039581	0.745789	0.101795	0.042560	0.008427	0.040883	0.003958	0.000603	0.005493	0.001194	0.001701	0.002184
of	0.003262	0.463582	0.032990	0.353644	0.097464	0.005375	0.008370	0.007002	0.004008	0.000928	0.004124	0.004095	0.015155
it	0.001730	0.184013	0.116222	0.018214	0.591943	0.021567	0.037584	0.003048	0.006666	0.013264	0.000774	0.002820	0.002155
is	0.002615	0.101033	0.083340	0.106851	0.061663	0.426960	0.151393	0.016537	0.022868	0.016869	0.005835	0.000956	0.003079
di	0.002230	0.002781	0.003935	0.008474	0.030288	0.002482	0.660838	0.267228	0.010492	0.005306	0.002009	0.003507	0.000430
##v	0.000174	0.006711	0.002600	0.014822	0.010786	0.572688	0.028887	0.303073	0.010715	0.037416	0.006900	0.002024	0.003202
##vied	0.008951	0.013793	0.001551	0.007416	0.014195	0.220132	0.039516	0.014317	0.507863	0.146354	0.010699	0.006943	0.008271
up	0.000919	0.002370	0.011262	0.001191	0.006370	0.015884	0.011290	0.146113	0.008955	0.645233	0.076210	0.040879	0.033326
among	0.023440	0.011852	0.000837	0.002816	0.001990	0.003914	0.021270	0.058367	0.129792	0.089817	0.311694	0.154383	0.189827
anything	0.009834	0.003017	0.005296	0.000704	0.001594	0.001443	0.006617	0.013159	0.018686	0.311341	0.020725	0.402987	0.204596
.	0.000246	0.000607	0.000136	0.000274	0.000115	0.000412	0.000256	0.003038	0.004351	0.019967	0.041206	0.022033	0.907357
[SEP]	0.334193	0.009249	0.001049	0.000123	0.000283	0.000335	0.000285	0.000112	0.001149	0.049882	0.063313	0.171096	0.368932
