TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.216045	0.009771	0.015531	0.031076	0.018141	0.007735	0.043395	0.006633	0.010267	0.033968	0.024768	0.498449	0.084220
None	0.883967	0.000322	0.000030	0.000043	0.000084	0.000003	0.000001	0.000000	0.000000	0.000011	0.000000	0.000054	0.115486
of	0.000034	0.999911	0.000010	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000044
it	0.000657	0.005159	0.984484	0.000661	0.000032	0.000001	0.000092	0.000071	0.000000	0.000025	0.000006	0.000324	0.008489
is	0.000029	0.000869	0.000049	0.995274	0.002732	0.000292	0.000059	0.000003	0.000065	0.000000	0.000005	0.000008	0.000616
di	0.021670	0.000702	0.000013	0.001215	0.955869	0.001623	0.000016	0.000031	0.000265	0.000026	0.000000	0.000041	0.018528
##v	0.000000	0.000000	0.000000	0.000001	0.000020	0.999920	0.000057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001
##vied	0.000000	0.000000	0.000000	0.000000	0.000001	0.000010	0.999988	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000
up	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999985	0.000013	0.000001	0.000000	0.000000	0.000000
among	0.000087	0.000000	0.000000	0.000000	0.000007	0.000000	0.000002	0.000020	0.999396	0.000246	0.000147	0.000024	0.000071
anything	0.000013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000033	0.000019	0.999805	0.000061	0.000039	0.000021
.	0.001350	0.000061	0.000013	0.000536	0.000002	0.000070	0.000861	0.000092	0.001207	0.000510	0.982446	0.011682	0.001170
[SEP]	0.747823	0.005647	0.006836	0.016335	0.021640	0.010842	0.027207	0.025509	0.012176	0.025500	0.013221	0.040952	0.046313
