TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.017335	0.019511	0.014759	0.012527	0.005681	0.001910	0.003154	0.014994	0.003388	0.023234	0.007638	0.008954	0.866915
None	0.007265	0.018169	0.037240	0.055317	0.011504	0.019238	0.048538	0.195572	0.025539	0.076930	0.058678	0.005956	0.440054
of	0.003548	0.140859	0.046720	0.017334	0.008153	0.010870	0.009784	0.563308	0.065281	0.100914	0.004984	0.002004	0.026241
it	0.001469	0.213723	0.057182	0.001927	0.001086	0.020183	0.051856	0.369725	0.013281	0.242175	0.002124	0.001204	0.024064
is	0.011829	0.075855	0.028988	0.021357	0.011908	0.063167	0.045796	0.180781	0.091081	0.161613	0.056450	0.011190	0.239985
di	0.002409	0.005819	0.007807	0.009237	0.009463	0.063438	0.192193	0.409577	0.062964	0.067916	0.047158	0.006113	0.115905
##v	0.002590	0.010581	0.004761	0.007685	0.003901	0.032921	0.017414	0.538266	0.042525	0.025482	0.006587	0.003725	0.303561
##vied	0.001025	0.005649	0.013699	0.001322	0.000648	0.072271	0.103294	0.496628	0.081242	0.175311	0.002707	0.002170	0.044033
up	0.000693	0.013877	0.008293	0.003001	0.001774	0.050629	0.043671	0.721209	0.013798	0.087689	0.014754	0.001363	0.039250
among	0.007385	0.017954	0.002695	0.015451	0.007056	0.044093	0.004360	0.250892	0.086536	0.056716	0.014244	0.017118	0.475500
anything	0.027890	0.046785	0.012386	0.015987	0.006656	0.027452	0.014474	0.076698	0.017956	0.259775	0.047378	0.030590	0.415973
.	0.004629	0.014661	0.004854	0.017954	0.007778	0.001686	0.002609	0.010581	0.001414	0.012302	0.017970	0.011827	0.891734
[SEP]	0.004649	0.001712	0.001740	0.005530	0.003768	0.001896	0.003635	0.007605	0.001607	0.003750	0.001966	0.005568	0.956575
