TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.118659	0.094457	0.023516	0.048664	0.229162	0.030362	0.005021	0.027932	0.016486	0.025285	0.111249	0.170703	0.098504
None	0.004419	0.002345	0.001498	0.004737	0.015025	0.001476	0.001370	0.002079	0.001323	0.001891	0.003192	0.007952	0.952694
of	0.010389	0.003350	0.003270	0.007514	0.014419	0.002746	0.005964	0.005841	0.001543	0.003669	0.005354	0.013914	0.922027
it	0.024473	0.013625	0.013988	0.038866	0.035791	0.006862	0.015370	0.022262	0.004883	0.007588	0.019805	0.028406	0.768082
is	0.018007	0.008372	0.007678	0.021554	0.024232	0.008320	0.011243	0.022868	0.009242	0.008588	0.018830	0.042179	0.798887
di	0.003108	0.001264	0.000823	0.002805	0.003440	0.001084	0.001544	0.001734	0.001069	0.000794	0.003281	0.005935	0.973120
##v	0.001215	0.000981	0.000708	0.002119	0.005392	0.001484	0.001982	0.001445	0.000827	0.001213	0.001559	0.002653	0.978421
##vied	0.004337	0.002140	0.001620	0.003021	0.005648	0.001656	0.001621	0.003334	0.001124	0.001646	0.004480	0.004645	0.964729
up	0.006742	0.003535	0.002161	0.007729	0.014769	0.004631	0.003527	0.005500	0.002163	0.003001	0.006490	0.012172	0.927580
among	0.011663	0.006758	0.005925	0.008937	0.022289	0.008213	0.008745	0.010325	0.006895	0.010090	0.017153	0.018675	0.864332
anything	0.029058	0.010982	0.008621	0.028466	0.040540	0.011042	0.009917	0.023893	0.009350	0.014528	0.043283	0.054107	0.716215
.	0.015978	0.009889	0.006637	0.015630	0.026310	0.007544	0.005431	0.013487	0.005016	0.005729	0.017074	0.025313	0.845962
[SEP]	0.061440	0.079363	0.064428	0.076528	0.113388	0.053657	0.068891	0.077747	0.053051	0.072702	0.069848	0.083622	0.125335
