TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.393300	0.015929	0.005845	0.045425	0.034680	0.007756	0.007655	0.027250	0.010771	0.025612	0.039456	0.068691	0.317629
None	0.072090	0.048773	0.012881	0.066616	0.082700	0.017276	0.028836	0.042059	0.070684	0.052876	0.044597	0.103609	0.357003
of	0.034027	0.041867	0.008288	0.026135	0.043355	0.009428	0.020289	0.030528	0.029803	0.060221	0.083209	0.061608	0.551240
it	0.218038	0.045492	0.016607	0.006666	0.063389	0.028800	0.019397	0.042730	0.066439	0.094001	0.023005	0.137936	0.237501
is	0.096595	0.115427	0.009561	0.037151	0.050967	0.010553	0.025929	0.093784	0.042716	0.064437	0.122956	0.074970	0.254954
di	0.051040	0.035970	0.011120	0.024963	0.033319	0.004148	0.048924	0.033612	0.036703	0.035512	0.039580	0.050936	0.594175
##v	0.028777	0.070456	0.012859	0.040195	0.025679	0.012174	0.001996	0.067878	0.030419	0.133642	0.089536	0.036693	0.449699
##vied	0.151859	0.020182	0.006920	0.013294	0.034376	0.011929	0.031367	0.008652	0.036587	0.052919	0.069458	0.081869	0.480590
up	0.044661	0.048473	0.009018	0.046837	0.041156	0.007157	0.018643	0.180187	0.007230	0.239619	0.131586	0.072010	0.153424
among	0.201516	0.024954	0.004540	0.030804	0.032435	0.013102	0.018405	0.027499	0.073856	0.009978	0.079687	0.090557	0.392667
anything	0.093492	0.019946	0.009382	0.034213	0.069175	0.014279	0.043097	0.096901	0.052980	0.071361	0.008629	0.093033	0.393512
.	0.078818	0.025865	0.009713	0.045956	0.108175	0.015617	0.036637	0.053346	0.034200	0.112320	0.111831	0.091397	0.276126
[SEP]	0.042227	0.010585	0.005783	0.014083	0.019324	0.014074	0.006617	0.010400	0.011982	0.020622	0.018867	0.025126	0.800310
