TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.034876	0.006041	0.008886	0.012797	0.004236	0.000939	0.002305	0.008877	0.016240	0.035044	0.018732	0.017012	0.834015
None	0.001772	0.034679	0.012167	0.042380	0.027633	0.010881	0.008647	0.048427	0.040603	0.080169	0.076342	0.016334	0.599965
of	0.003453	0.013854	0.010205	0.123894	0.032308	0.031061	0.014207	0.116227	0.035894	0.158801	0.196376	0.010012	0.253709
it	0.001447	0.039432	0.085899	0.255561	0.010236	0.007554	0.004163	0.081861	0.056213	0.097472	0.101376	0.009872	0.248915
is	0.004164	0.041899	0.051720	0.192376	0.026160	0.011663	0.015431	0.091851	0.058781	0.072144	0.068530	0.024465	0.340816
di	0.001680	0.012602	0.023694	0.042941	0.018336	0.004296	0.010344	0.033856	0.020129	0.043667	0.026303	0.011544	0.750609
##v	0.002356	0.027391	0.031245	0.050149	0.010374	0.004018	0.004040	0.012781	0.011256	0.016934	0.028241	0.011063	0.790153
##vied	0.005371	0.040774	0.057165	0.103243	0.021988	0.008351	0.008993	0.106892	0.059446	0.098618	0.044016	0.015214	0.429930
up	0.002117	0.039228	0.084578	0.103138	0.013357	0.004318	0.006587	0.133501	0.024887	0.081425	0.029596	0.009316	0.467951
among	0.002262	0.022298	0.022736	0.039589	0.013456	0.007213	0.005004	0.046748	0.025139	0.076821	0.044854	0.010918	0.682962
anything	0.005258	0.011452	0.013858	0.053179	0.007296	0.006415	0.003811	0.039241	0.031626	0.062915	0.060239	0.017314	0.687396
.	0.009733	0.033190	0.011677	0.061135	0.036341	0.007571	0.041471	0.016672	0.014670	0.126665	0.141804	0.129459	0.369612
[SEP]	0.008673	0.001806	0.004338	0.006183	0.002441	0.001637	0.001941	0.000687	0.002151	0.002809	0.006979	0.019375	0.940982
