TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.588097	0.017369	0.023591	0.021838	0.015051	0.016103	0.022607	0.008565	0.015135	0.015337	0.007066	0.052680	0.196561
None	0.850173	0.000456	0.011988	0.003553	0.001511	0.000058	0.000298	0.000001	0.000059	0.000013	0.000002	0.001377	0.130510
of	0.012478	0.981171	0.001162	0.000125	0.000344	0.000009	0.000016	0.000001	0.000023	0.000024	0.000009	0.000104	0.004534
it	0.038565	0.026443	0.912945	0.001637	0.001393	0.000130	0.000479	0.000198	0.000008	0.000018	0.000036	0.001034	0.017114
is	0.147978	0.002871	0.124938	0.606175	0.006675	0.000996	0.001042	0.002748	0.003137	0.000099	0.000284	0.007499	0.095558
di	0.847991	0.000918	0.002601	0.033864	0.023654	0.000587	0.010975	0.000221	0.001155	0.000065	0.000021	0.004756	0.073193
##v	0.148974	0.005915	0.006234	0.024783	0.020790	0.465805	0.115577	0.001570	0.001514	0.022380	0.000135	0.002757	0.183567
##vied	0.097223	0.000014	0.000491	0.000307	0.002537	0.062483	0.771689	0.000045	0.000200	0.000733	0.000058	0.004387	0.059830
up	0.045555	0.000002	0.000707	0.003005	0.002954	0.000226	0.000167	0.808170	0.000082	0.000877	0.000316	0.005435	0.132503
among	0.270836	0.000005	0.000798	0.000105	0.006366	0.000056	0.003114	0.056258	0.120480	0.003814	0.007116	0.110389	0.420665
anything	0.276123	0.000478	0.007898	0.000178	0.024437	0.026099	0.007210	0.004638	0.005925	0.253284	0.005810	0.065857	0.322064
.	0.366095	0.002169	0.003986	0.003280	0.001644	0.005274	0.041453	0.012665	0.010973	0.058180	0.162429	0.144164	0.187688
[SEP]	0.802605	0.002950	0.006116	0.008789	0.004280	0.002367	0.007798	0.001339	0.008521	0.007673	0.002475	0.056274	0.088812
