TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.130482	0.115128	0.008716	0.018945	0.081304	0.033363	0.008701	0.045867	0.043541	0.151669	0.118812	0.013351	0.230122
None	0.051399	0.096908	0.045934	0.019601	0.020156	0.050792	0.006917	0.013606	0.051558	0.350908	0.073495	0.020244	0.198481
of	0.075315	0.235938	0.024834	0.017673	0.022802	0.101825	0.012809	0.033428	0.109829	0.109407	0.086846	0.043370	0.125923
it	0.101655	0.124526	0.040322	0.063183	0.084674	0.051013	0.061983	0.023388	0.080684	0.054248	0.167246	0.067187	0.079891
is	0.075616	0.225778	0.017804	0.006323	0.161162	0.033913	0.008786	0.036076	0.054868	0.196560	0.134508	0.012650	0.035956
di	0.056552	0.037536	0.009752	0.022530	0.014892	0.021140	0.004615	0.010377	0.009577	0.053884	0.011495	0.038482	0.709168
##v	0.030505	0.013664	0.011820	0.011350	0.002314	0.027592	0.002351	0.017048	0.009329	0.021523	0.006476	0.103567	0.742460
##vied	0.026106	0.010571	0.024441	0.013810	0.005318	0.014322	0.010964	0.015340	0.020641	0.041495	0.005988	0.047545	0.763460
up	0.097895	0.125278	0.023342	0.046868	0.053481	0.027705	0.017675	0.047464	0.029512	0.243766	0.101550	0.035935	0.149530
among	0.103042	0.058628	0.028051	0.025387	0.037522	0.027749	0.007920	0.010569	0.066445	0.052332	0.042253	0.082226	0.457877
anything	0.143235	0.044673	0.060198	0.039003	0.034760	0.030743	0.018461	0.035180	0.059063	0.161669	0.046802	0.083587	0.242626
.	0.096903	0.197043	0.029576	0.026479	0.088288	0.061901	0.018760	0.061996	0.066808	0.125444	0.099909	0.022930	0.103965
[SEP]	0.009269	0.001263	0.004725	0.004206	0.001770	0.002423	0.002153	0.001552	0.000837	0.001747	0.000874	0.040730	0.928451
