TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.058860	0.014222	0.005251	0.005020	0.018537	0.014126	0.004470	0.013650	0.014465	0.017290	0.014955	0.029976	0.789177
None	0.005516	0.019869	0.019667	0.022134	0.041610	0.068736	0.078112	0.037047	0.023710	0.118645	0.168686	0.019619	0.376648
of	0.008207	0.005932	0.008575	0.013775	0.129156	0.054690	0.119032	0.015244	0.019775	0.084641	0.084584	0.020474	0.435915
it	0.009593	0.008512	0.008671	0.014987	0.034422	0.024467	0.054847	0.007683	0.007277	0.053691	0.079438	0.028324	0.668087
is	0.005977	0.014293	0.008694	0.013106	0.028696	0.079098	0.106207	0.073197	0.027012	0.107050	0.226225	0.031476	0.278969
di	0.002799	0.004025	0.009194	0.025856	0.114380	0.058385	0.052783	0.054074	0.106771	0.327023	0.118715	0.018109	0.107887
##v	0.004766	0.009008	0.024363	0.043083	0.156379	0.028234	0.018837	0.038423	0.103060	0.116511	0.029113	0.011600	0.416623
##vied	0.005906	0.002935	0.003232	0.008596	0.016010	0.028791	0.043497	0.006712	0.014455	0.071548	0.064373	0.028918	0.705028
up	0.005526	0.011319	0.012889	0.012113	0.033489	0.052129	0.088601	0.027036	0.020684	0.134004	0.105626	0.028887	0.467696
among	0.007075	0.020136	0.021909	0.040935	0.020011	0.028367	0.029396	0.039657	0.023676	0.056885	0.246773	0.012893	0.452286
anything	0.007401	0.027781	0.037644	0.045271	0.113737	0.078734	0.061393	0.044177	0.031854	0.063759	0.130309	0.042784	0.315156
.	0.011478	0.026856	0.022403	0.049248	0.130412	0.064586	0.055076	0.060526	0.042645	0.089536	0.129635	0.014435	0.303164
[SEP]	0.012555	0.002474	0.002818	0.009460	0.010064	0.005046	0.007548	0.003377	0.002890	0.004061	0.007766	0.006901	0.925040
