TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.039638	0.034812	0.039046	0.081444	0.319942	0.036689	0.012802	0.020706	0.031448	0.019842	0.081720	0.028362	0.253550
None	0.015519	0.273285	0.051998	0.121509	0.027345	0.054938	0.033917	0.066116	0.013094	0.010388	0.025328	0.028180	0.278384
of	0.008817	0.016763	0.381286	0.249796	0.034517	0.068648	0.004273	0.028085	0.023925	0.015829	0.112346	0.003145	0.052570
it	0.002633	0.005468	0.022938	0.690913	0.009855	0.011595	0.001538	0.010813	0.009764	0.002673	0.185298	0.001764	0.044749
is	0.008276	0.009514	0.029833	0.078215	0.566089	0.110533	0.005950	0.011369	0.026239	0.008881	0.051612	0.012765	0.080722
di	0.003435	0.006105	0.008923	0.035212	0.051585	0.827456	0.017001	0.005006	0.009403	0.002670	0.023712	0.002543	0.006947
##v	0.001673	0.001673	0.000819	0.002348	0.006252	0.066821	0.845705	0.010987	0.000706	0.000471	0.001053	0.003869	0.057621
##vied	0.000782	0.001143	0.001806	0.003552	0.000902	0.002928	0.014959	0.948256	0.001010	0.001471	0.001301	0.000360	0.021531
up	0.004740	0.010227	0.035197	0.112644	0.028236	0.089516	0.003921	0.038671	0.550978	0.046862	0.048163	0.006552	0.024293
among	0.002885	0.004158	0.008824	0.009065	0.009656	0.019315	0.009212	0.023853	0.018957	0.484071	0.004123	0.005796	0.400087
anything	0.001322	0.003677	0.014211	0.237603	0.013263	0.017582	0.001283	0.006578	0.003946	0.001049	0.635509	0.000632	0.063347
.	0.043470	0.126262	0.017247	0.099496	0.081266	0.033273	0.021171	0.032742	0.028033	0.031240	0.079515	0.170276	0.236010
[SEP]	0.066233	0.085741	0.045219	0.069770	0.087311	0.062948	0.105591	0.051448	0.046851	0.048461	0.064064	0.100605	0.165760
