TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.107459	0.099288	0.100043	0.095621	0.054569	0.029925	0.026754	0.043687	0.040067	0.051855	0.051927	0.067427	0.231378
None	0.006586	0.051833	0.038958	0.034049	0.007986	0.004267	0.004073	0.012831	0.011198	0.008734	0.013150	0.019339	0.786996
of	0.006943	0.028991	0.057941	0.049085	0.011412	0.008147	0.006535	0.017107	0.018597	0.004992	0.029902	0.020555	0.739794
it	0.014667	0.038108	0.071786	0.089000	0.017236	0.008260	0.007252	0.027332	0.017140	0.004482	0.049490	0.023718	0.631530
is	0.025870	0.026989	0.027745	0.043433	0.021579	0.013914	0.008042	0.014219	0.015458	0.020845	0.015092	0.020375	0.746440
di	0.017413	0.038307	0.034099	0.044351	0.021961	0.034925	0.006749	0.016988	0.036172	0.027682	0.013748	0.025189	0.682414
##v	0.009740	0.013897	0.004909	0.006326	0.006571	0.009338	0.009092	0.003556	0.012328	0.005193	0.003787	0.019944	0.895318
##vied	0.006303	0.015323	0.014546	0.015825	0.007607	0.005271	0.002085	0.011062	0.014376	0.003511	0.005872	0.010584	0.887637
up	0.009106	0.032797	0.046947	0.051809	0.010343	0.015833	0.004368	0.017963	0.043011	0.008428	0.015603	0.019934	0.723858
among	0.002431	0.012132	0.012819	0.007916	0.003965	0.003781	0.002588	0.004153	0.006683	0.004640	0.005959	0.008139	0.924794
anything	0.007853	0.056959	0.048978	0.038573	0.007604	0.005397	0.001414	0.009662	0.011708	0.005413	0.046312	0.014762	0.745365
.	0.024599	0.037780	0.065257	0.064064	0.021239	0.019146	0.007118	0.041337	0.032824	0.040645	0.037424	0.033674	0.574894
[SEP]	0.072452	0.071446	0.075583	0.082431	0.074008	0.074873	0.058755	0.090006	0.090130	0.092200	0.087830	0.071863	0.058423
