TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.785736	0.004484	0.021460	0.005453	0.012890	0.005539	0.013733	0.018116	0.017179	0.009750	0.014956	0.033144	0.057561
None	0.288308	0.016763	0.056739	0.046602	0.067985	0.028352	0.055631	0.066447	0.085776	0.015395	0.096967	0.078403	0.096632
of	0.223887	0.060933	0.041699	0.064774	0.033279	0.041642	0.057678	0.067150	0.067996	0.024383	0.113643	0.110893	0.092045
it	0.090473	0.085908	0.031398	0.103413	0.083710	0.038350	0.107199	0.144111	0.047051	0.018240	0.083219	0.078379	0.088549
is	0.101855	0.094019	0.021965	0.119143	0.091269	0.030197	0.084994	0.108059	0.049359	0.031377	0.116638	0.080764	0.070360
di	0.289179	0.038628	0.055742	0.063590	0.041186	0.011540	0.036986	0.035460	0.071789	0.009205	0.120876	0.138084	0.087737
##v	0.316629	0.029402	0.046246	0.135730	0.057569	0.016070	0.013690	0.058810	0.072164	0.015090	0.109459	0.074461	0.054681
##vied	0.241938	0.056053	0.032744	0.147866	0.074005	0.018657	0.023187	0.031630	0.073887	0.003996	0.093475	0.090957	0.111604
up	0.159097	0.074190	0.060240	0.114725	0.121010	0.038463	0.062248	0.037162	0.042090	0.012739	0.074866	0.123083	0.080088
among	0.126524	0.048766	0.059829	0.090274	0.060915	0.050147	0.093853	0.033650	0.059334	0.006269	0.052327	0.153166	0.164946
anything	0.071732	0.080212	0.066753	0.084424	0.099128	0.064017	0.098952	0.090227	0.059756	0.022869	0.054441	0.082575	0.124913
.	0.096345	0.041315	0.077504	0.052348	0.051507	0.048468	0.068576	0.065185	0.087215	0.033398	0.062180	0.150398	0.165562
[SEP]	0.619991	0.004658	0.033197	0.006957	0.006992	0.003585	0.005017	0.008017	0.027134	0.003750	0.013474	0.046951	0.220277
