TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.195071	0.016393	0.004784	0.031274	0.025956	0.002612	0.002724	0.012050	0.002886	0.014453	0.025617	0.024363	0.641818
None	0.017384	0.050768	0.010895	0.036180	0.033296	0.030190	0.003390	0.011975	0.010664	0.013432	0.020134	0.024388	0.737305
of	0.038874	0.019723	0.012497	0.086636	0.007028	0.003108	0.006950	0.006755	0.002294	0.002056	0.003632	0.039249	0.771199
it	0.041080	0.017052	0.012926	0.053268	0.013391	0.006341	0.003922	0.010657	0.005877	0.006938	0.012400	0.084869	0.731279
is	0.028289	0.039682	0.096139	0.068107	0.016113	0.005138	0.004300	0.014146	0.013947	0.012097	0.005785	0.037901	0.658355
di	0.012073	0.057104	0.082838	0.076920	0.042971	0.006544	0.001880	0.080964	0.021672	0.010085	0.010734	0.018702	0.577513
##v	0.004968	0.007859	0.017330	0.035843	0.017039	0.003621	0.000574	0.011145	0.003851	0.002304	0.001891	0.005884	0.887692
##vied	0.039993	0.010779	0.019755	0.026932	0.011766	0.004479	0.001822	0.010446	0.005879	0.005520	0.002039	0.021023	0.839565
up	0.034366	0.044413	0.142561	0.203636	0.079597	0.012177	0.003196	0.085617	0.004981	0.005220	0.001456	0.010773	0.372006
among	0.010236	0.075114	0.098563	0.163147	0.024353	0.010029	0.006175	0.065598	0.015951	0.004616	0.015572	0.006914	0.503733
anything	0.025511	0.121575	0.018618	0.055859	0.180734	0.035728	0.007012	0.079369	0.033841	0.032949	0.026848	0.030564	0.351392
.	0.017086	0.330215	0.039533	0.123619	0.097240	0.032570	0.007016	0.061787	0.011904	0.037000	0.106903	0.021526	0.113601
[SEP]	0.015371	0.002923	0.005930	0.005782	0.003398	0.003763	0.000815	0.001407	0.001935	0.002332	0.004407	0.006873	0.945064
