TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.036641	0.040616	0.015428	0.030711	0.017579	0.003438	0.001450	0.013595	0.010907	0.031815	0.063185	0.012559	0.722075
None	0.017129	0.032053	0.034380	0.247442	0.148309	0.006335	0.007644	0.122436	0.028995	0.026688	0.078263	0.015656	0.234669
of	0.002835	0.018602	0.041339	0.383598	0.144260	0.008226	0.003360	0.140113	0.051083	0.018824	0.074710	0.002774	0.110276
it	0.002201	0.077028	0.175142	0.127878	0.058013	0.006423	0.002947	0.247539	0.076653	0.031831	0.030584	0.004658	0.159102
is	0.007430	0.023409	0.016336	0.055979	0.022696	0.002794	0.005700	0.022225	0.013802	0.038244	0.082520	0.007138	0.701728
di	0.005263	0.003935	0.000928	0.006880	0.005732	0.001890	0.008434	0.003971	0.010502	0.045420	0.037214	0.003403	0.866429
##v	0.002688	0.002760	0.000573	0.002442	0.004529	0.001134	0.006986	0.002277	0.003838	0.014021	0.004217	0.001545	0.952990
##vied	0.007319	0.034451	0.040809	0.100919	0.031641	0.006840	0.005945	0.051946	0.067622	0.035239	0.030996	0.009246	0.577026
up	0.004389	0.007681	0.014259	0.027086	0.021806	0.002464	0.003449	0.008727	0.013035	0.027088	0.035213	0.004369	0.830435
among	0.003991	0.006107	0.003867	0.006015	0.002970	0.004307	0.003941	0.005684	0.010564	0.132229	0.166977	0.007699	0.645648
anything	0.009591	0.021053	0.004013	0.005688	0.008926	0.001839	0.001119	0.013911	0.012846	0.195407	0.281603	0.027354	0.416651
.	0.010351	0.012970	0.005082	0.007749	0.015641	0.001351	0.001080	0.005003	0.004269	0.031828	0.073194	0.008689	0.822792
[SEP]	0.051731	0.012872	0.007796	0.018335	0.022736	0.012211	0.025277	0.009386	0.024811	0.020084	0.010238	0.038163	0.746359
