TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.047773	0.001064	0.001375	0.005995	0.005971	0.000431	0.002964	0.015101	0.001258	0.007999	0.004429	0.015998	0.889642
None	0.006629	0.003341	0.003071	0.016201	0.002172	0.000305	0.000241	0.000232	0.000054	0.000457	0.000085	0.006013	0.961198
of	0.003624	0.387950	0.034660	0.032566	0.021575	0.000355	0.000313	0.000078	0.000097	0.000172	0.003328	0.018928	0.496353
it	0.006370	0.019807	0.630768	0.017366	0.006460	0.000426	0.000261	0.000341	0.000236	0.002174	0.000039	0.012944	0.302809
is	0.037917	0.006490	0.033227	0.081675	0.088323	0.015452	0.003484	0.001427	0.001924	0.004808	0.000363	0.031476	0.693436
di	0.008516	0.001707	0.002168	0.006199	0.125703	0.030165	0.004347	0.002529	0.000685	0.000511	0.000287	0.011037	0.806147
##v	0.005414	0.000218	0.000106	0.000710	0.002192	0.229079	0.055356	0.000078	0.004114	0.000035	0.000134	0.001183	0.701382
##vied	0.007306	0.000745	0.000941	0.003246	0.094426	0.003320	0.005885	0.002620	0.002959	0.000535	0.000068	0.014481	0.863469
up	0.000581	0.000366	0.000244	0.000487	0.021392	0.000436	0.001823	0.861486	0.020755	0.001581	0.000408	0.001469	0.088972
among	0.013618	0.000583	0.000047	0.008345	0.059895	0.002044	0.024485	0.199751	0.036379	0.001742	0.003456	0.015399	0.634256
anything	0.031843	0.000418	0.001350	0.003035	0.006701	0.002311	0.004304	0.007857	0.001482	0.035416	0.004486	0.049212	0.851586
.	0.026604	0.000385	0.000548	0.003372	0.002787	0.000300	0.003008	0.000774	0.000778	0.006618	0.019251	0.160716	0.774859
[SEP]	0.143151	0.002098	0.003694	0.007564	0.007878	0.002296	0.002928	0.002292	0.001745	0.003483	0.002816	0.021295	0.798759
