TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.021030	0.027885	0.043169	0.084580	0.010362	0.000556	0.000143	0.002603	0.000596	0.004939	0.026076	0.133274	0.644787
None	0.015820	0.024493	0.005481	0.019324	0.005518	0.000758	0.001568	0.001603	0.000996	0.008463	0.007612	0.037647	0.870720
of	0.017533	0.210317	0.047155	0.066168	0.005886	0.001114	0.011531	0.008183	0.004019	0.022985	0.018780	0.017867	0.568462
it	0.008796	0.338326	0.145295	0.049781	0.005760	0.001244	0.002949	0.022567	0.003021	0.103423	0.015570	0.015522	0.287746
is	0.024373	0.137842	0.027281	0.139855	0.038704	0.006326	0.003303	0.009503	0.005906	0.014403	0.045301	0.074890	0.472313
di	0.018941	0.030653	0.002281	0.092537	0.304328	0.020746	0.001920	0.103653	0.080373	0.038099	0.080421	0.039489	0.186559
##v	0.007645	0.009281	0.004158	0.028712	0.118060	0.066651	0.009983	0.034316	0.053409	0.009622	0.016522	0.014700	0.626941
##vied	0.014628	0.038043	0.005137	0.070380	0.419257	0.050044	0.015061	0.085591	0.061601	0.019889	0.012526	0.013043	0.194799
up	0.023557	0.025901	0.006637	0.047953	0.282032	0.026598	0.006106	0.293845	0.110133	0.014034	0.007953	0.010185	0.145067
among	0.002690	0.008571	0.000860	0.027902	0.092313	0.068903	0.019922	0.252634	0.279151	0.066328	0.034591	0.001817	0.144318
anything	0.012132	0.014872	0.002571	0.012129	0.051125	0.008012	0.003511	0.061781	0.016199	0.632445	0.046814	0.016807	0.121600
.	0.023981	0.016290	0.005716	0.017631	0.027175	0.005762	0.004381	0.010474	0.003178	0.070766	0.096179	0.144972	0.573495
[SEP]	0.028460	0.009053	0.005771	0.011830	0.016733	0.011395	0.011143	0.008605	0.011935	0.003129	0.005837	0.027160	0.848949
