TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.012398	0.008460	0.009748	0.004456	0.006278	0.006476	0.004776	0.002406	0.003107	0.007776	0.004023	0.064295	0.865801
None	0.117137	0.160625	0.009195	0.002171	0.002789	0.000566	0.000225	0.000282	0.001105	0.002825	0.000459	0.053124	0.649499
of	0.079754	0.109702	0.045301	0.012991	0.007766	0.002885	0.000411	0.000475	0.002079	0.001230	0.000458	0.027003	0.709945
it	0.226508	0.490149	0.073149	0.016449	0.016260	0.008595	0.003919	0.003235	0.005173	0.005126	0.000956	0.010324	0.140157
is	0.018010	0.493882	0.294725	0.049657	0.015831	0.005673	0.005099	0.001398	0.003109	0.003338	0.000897	0.005580	0.102800
di	0.015127	0.262679	0.034292	0.135054	0.322709	0.057321	0.012762	0.008046	0.007832	0.002037	0.003071	0.005095	0.133975
##v	0.004899	0.034250	0.003517	0.013572	0.090563	0.057173	0.002189	0.003532	0.004297	0.001349	0.001090	0.002217	0.781351
##vied	0.008756	0.029447	0.002581	0.083915	0.490336	0.315827	0.008387	0.001393	0.004346	0.002626	0.000494	0.001825	0.050067
up	0.008554	0.048442	0.002332	0.160699	0.440213	0.166783	0.055056	0.060891	0.008919	0.007083	0.002152	0.001845	0.037030
among	0.007876	0.018297	0.003190	0.033466	0.191027	0.113257	0.055563	0.195519	0.114448	0.031145	0.015590	0.005419	0.215203
anything	0.006392	0.049124	0.000104	0.000267	0.007912	0.002554	0.005121	0.101356	0.202523	0.582306	0.010015	0.006991	0.025338
.	0.008145	0.014087	0.001445	0.005559	0.032068	0.022175	0.027812	0.133239	0.120182	0.364777	0.063521	0.044162	0.162827
[SEP]	0.025078	0.011230	0.004326	0.001369	0.008360	0.012153	0.004773	0.002710	0.004588	0.014686	0.002103	0.050035	0.858589
