TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.048892	0.012241	0.006046	0.035392	0.012241	0.002169	0.009867	0.053062	0.002798	0.020604	0.026773	0.050193	0.719723
None	0.007740	0.028990	0.023586	0.030063	0.143528	0.028855	0.009983	0.078546	0.015595	0.076670	0.168016	0.016523	0.371904
of	0.024454	0.431577	0.005348	0.013157	0.085292	0.039426	0.020989	0.026522	0.058930	0.022852	0.007094	0.040109	0.224250
it	0.008612	0.078427	0.056889	0.024384	0.034476	0.011261	0.089980	0.267544	0.034017	0.171478	0.011219	0.024995	0.186718
is	0.012405	0.018174	0.029685	0.033153	0.006846	0.030465	0.053877	0.096587	0.052354	0.148549	0.022762	0.018317	0.476828
di	0.016324	0.008482	0.001649	0.024380	0.002864	0.008725	0.490780	0.163266	0.014180	0.009944	0.005951	0.021804	0.231653
##v	0.022155	0.023898	0.002219	0.011122	0.007472	0.037450	0.030477	0.054692	0.003308	0.024203	0.006974	0.073374	0.702656
##vied	0.000921	0.001692	0.000394	0.001242	0.000395	0.039011	0.805552	0.005710	0.005657	0.007232	0.000531	0.001328	0.130334
up	0.008163	0.023228	0.004495	0.013112	0.006003	0.067146	0.224497	0.382576	0.012872	0.099770	0.003041	0.010022	0.145074
among	0.020139	0.039123	0.007253	0.020385	0.009884	0.004045	0.014274	0.555446	0.028393	0.022862	0.038575	0.013970	0.225651
anything	0.021946	0.077708	0.065219	0.007710	0.032973	0.023422	0.056327	0.121818	0.108828	0.122503	0.014230	0.086929	0.260387
.	0.017709	0.019481	0.014479	0.022298	0.051955	0.009864	0.014673	0.019433	0.006738	0.051188	0.076061	0.027518	0.668605
[SEP]	0.001914	0.001150	0.000832	0.001011	0.002120	0.001690	0.002586	0.004364	0.001512	0.001763	0.001687	0.003060	0.976312
