TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.003159	0.184776	0.003019	0.013585	0.035429	0.006601	0.004047	0.008852	0.021287	0.032990	0.016926	0.643902	0.025426
None	0.090735	0.028683	0.014886	0.027988	0.011651	0.007302	0.012677	0.155402	0.007823	0.011138	0.011836	0.009552	0.610327
of	0.024442	0.113732	0.017137	0.030633	0.003414	0.014061	0.055650	0.596138	0.024716	0.009772	0.020265	0.004176	0.085865
it	0.061747	0.181984	0.084078	0.013380	0.004983	0.013053	0.018743	0.384831	0.017383	0.016177	0.018379	0.012027	0.173235
is	0.067653	0.029493	0.001006	0.003770	0.004154	0.005931	0.004961	0.005014	0.002334	0.004185	0.012650	0.011745	0.847104
di	0.061927	0.007477	0.000935	0.011703	0.045075	0.023884	0.013620	0.013905	0.037505	0.015929	0.046182	0.019547	0.702310
##v	0.013961	0.019105	0.012827	0.056910	0.062787	0.050034	0.008333	0.037797	0.078909	0.009848	0.063258	0.008419	0.577814
##vied	0.118997	0.053757	0.012546	0.031130	0.053652	0.087228	0.022201	0.043006	0.033975	0.005699	0.088037	0.007345	0.442426
up	0.030062	0.008046	0.001428	0.003831	0.015370	0.040269	0.020623	0.023365	0.020937	0.013080	0.015512	0.004524	0.802953
among	0.019564	0.009696	0.001526	0.008452	0.072531	0.111764	0.052542	0.019911	0.068708	0.154195	0.065617	0.011310	0.404185
anything	0.046422	0.003830	0.002166	0.004051	0.027918	0.021212	0.010403	0.012315	0.007129	0.616045	0.023768	0.018242	0.206499
.	0.025779	0.032057	0.002480	0.008451	0.028635	0.006712	0.006434	0.011292	0.009141	0.065554	0.059472	0.050717	0.693276
[SEP]	0.075293	0.036816	0.024481	0.026191	0.037600	0.024906	0.012844	0.019746	0.029970	0.011677	0.090932	0.057738	0.551806
