TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.291159	0.019958	0.029406	0.030270	0.050683	0.064089	0.036385	0.044370	0.047538	0.058866	0.042905	0.127722	0.156650
None	0.159093	0.100091	0.033000	0.100097	0.075995	0.037652	0.022210	0.024762	0.048731	0.107663	0.091883	0.087106	0.111716
of	0.150058	0.038925	0.072596	0.077203	0.080090	0.051007	0.072627	0.038071	0.062616	0.077808	0.120240	0.094791	0.063969
it	0.072795	0.025117	0.015479	0.407645	0.146524	0.018029	0.018663	0.025356	0.056571	0.019388	0.053854	0.066051	0.074530
is	0.095330	0.024718	0.023501	0.095265	0.325381	0.026865	0.059849	0.033011	0.053106	0.013978	0.044739	0.106414	0.097842
di	0.146241	0.035865	0.013190	0.017669	0.036222	0.372901	0.080138	0.038129	0.044187	0.027718	0.010460	0.058554	0.118727
##v	0.099844	0.007970	0.015751	0.013546	0.032312	0.048713	0.538904	0.047097	0.016255	0.016143	0.004295	0.061283	0.097887
##vied	0.086589	0.128866	0.013612	0.081821	0.050216	0.012937	0.041566	0.348251	0.037626	0.024346	0.011445	0.048493	0.114230
up	0.107413	0.058813	0.025734	0.049968	0.055284	0.036814	0.018411	0.048006	0.254040	0.060779	0.022556	0.078555	0.183628
among	0.161077	0.047817	0.022205	0.040335	0.029444	0.020960	0.009344	0.017098	0.024049	0.386016	0.022301	0.062652	0.156701
anything	0.093061	0.149955	0.043031	0.116442	0.073213	0.010625	0.007959	0.016784	0.031895	0.031578	0.301365	0.052118	0.071974
.	0.180069	0.060488	0.025391	0.058256	0.080924	0.043743	0.054996	0.034602	0.046626	0.054820	0.044714	0.145535	0.169837
[SEP]	0.394655	0.011738	0.029092	0.025306	0.031775	0.013567	0.009756	0.016207	0.015477	0.031944	0.046535	0.058233	0.315715
