TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.022648	0.140581	0.023803	0.023500	0.038023	0.006144	0.004921	0.016185	0.005356	0.019742	0.031909	0.621819	0.045368
None	0.095985	0.107192	0.017529	0.031004	0.037230	0.006660	0.004310	0.004893	0.007745	0.014021	0.062805	0.162319	0.448310
of	0.045218	0.150623	0.083512	0.053750	0.041352	0.010526	0.010042	0.010689	0.012867	0.014250	0.106074	0.073319	0.387778
it	0.088191	0.043424	0.015620	0.014920	0.017855	0.004608	0.010359	0.002688	0.003888	0.006531	0.034355	0.051582	0.705981
is	0.341776	0.071447	0.026590	0.010506	0.012953	0.004394	0.007119	0.002660	0.003569	0.009067	0.107034	0.128416	0.274470
di	0.196644	0.079048	0.027826	0.014081	0.035935	0.007674	0.005649	0.004345	0.009832	0.013479	0.067610	0.082422	0.455455
##v	0.020313	0.011165	0.006152	0.005079	0.019413	0.004493	0.002323	0.003161	0.003001	0.011964	0.025276	0.007451	0.880208
##vied	0.097381	0.072489	0.015493	0.017911	0.051545	0.015958	0.018770	0.010502	0.011251	0.009133	0.040961	0.054568	0.584038
up	0.066976	0.156071	0.136943	0.039497	0.043969	0.014317	0.008861	0.021942	0.021274	0.020308	0.081899	0.025044	0.362899
among	0.015759	0.200531	0.133858	0.062316	0.070558	0.017432	0.010565	0.088052	0.033042	0.086950	0.053335	0.007876	0.219725
anything	0.081319	0.245534	0.035527	0.101405	0.153822	0.014241	0.017230	0.006063	0.020662	0.084467	0.032962	0.077411	0.129356
.	0.170023	0.110473	0.017249	0.035613	0.083219	0.011300	0.007607	0.004978	0.007568	0.070874	0.133947	0.138200	0.208951
[SEP]	0.030546	0.006866	0.006319	0.006006	0.003151	0.002461	0.007664	0.002304	0.003720	0.007362	0.009454	0.003697	0.910450
