TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.088921	0.009937	0.002100	0.030680	0.019597	0.000830	0.000100	0.001972	0.002395	0.003698	0.001913	0.014882	0.822975
None	0.010676	0.045075	0.055827	0.049530	0.215011	0.014544	0.001765	0.035450	0.012124	0.122958	0.009700	0.018625	0.408715
of	0.004421	0.008509	0.005856	0.031718	0.126178	0.011272	0.000489	0.019972	0.023027	0.648007	0.005380	0.010592	0.104579
it	0.002881	0.014083	0.005730	0.009156	0.131408	0.035287	0.000743	0.044505	0.053807	0.559779	0.006864	0.006276	0.129481
is	0.009768	0.006662	0.000585	0.010644	0.023867	0.014452	0.002805	0.063084	0.079434	0.497604	0.017624	0.011463	0.262006
di	0.015714	0.010887	0.002723	0.009434	0.013106	0.015489	0.037112	0.047968	0.058821	0.157309	0.033782	0.062898	0.534757
##v	0.008697	0.008603	0.000624	0.004237	0.005811	0.005225	0.009238	0.070753	0.101652	0.033404	0.002933	0.006773	0.742049
##vied	0.000353	0.001068	0.000099	0.000644	0.001754	0.001667	0.000098	0.005375	0.154089	0.784500	0.003560	0.002552	0.044241
up	0.000771	0.001664	0.000187	0.000720	0.004823	0.005431	0.000454	0.006312	0.051686	0.832050	0.023404	0.011965	0.060532
among	0.007177	0.001081	0.000188	0.007262	0.002224	0.002746	0.000926	0.003212	0.001365	0.015961	0.190078	0.034486	0.733294
anything	0.020062	0.002468	0.000988	0.002294	0.008589	0.009362	0.001116	0.004661	0.000490	0.004960	0.027625	0.191496	0.725890
.	0.096766	0.022450	0.009308	0.064593	0.017944	0.001580	0.000598	0.004004	0.001064	0.001504	0.004412	0.023209	0.752569
[SEP]	0.114625	0.005633	0.001318	0.009773	0.013354	0.004744	0.005524	0.007918	0.003839	0.002440	0.006774	0.006738	0.817322
