TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.013160	0.188157	0.058942	0.084634	0.052002	0.008387	0.001588	0.013844	0.008554	0.047264	0.256970	0.147940	0.118558
None	0.007315	0.040273	0.006785	0.017060	0.032789	0.003898	0.002042	0.019747	0.005329	0.062542	0.048219	0.015891	0.738108
of	0.003188	0.002670	0.007975	0.030736	0.013051	0.001806	0.005862	0.146858	0.012739	0.302796	0.015147	0.004782	0.452391
it	0.004539	0.002232	0.010378	0.042913	0.012675	0.002096	0.009185	0.101688	0.004274	0.174862	0.011372	0.002977	0.620810
is	0.012467	0.006893	0.003462	0.007356	0.088380	0.010661	0.010984	0.040136	0.017441	0.088438	0.017556	0.012227	0.683998
di	0.003656	0.009254	0.004836	0.009156	0.016835	0.067282	0.067896	0.191865	0.072426	0.238181	0.040570	0.003148	0.274895
##v	0.002832	0.003314	0.000553	0.001843	0.002840	0.019376	0.158049	0.020197	0.003567	0.009163	0.009338	0.001396	0.767531
##vied	0.002227	0.001189	0.001013	0.002879	0.005578	0.003771	0.071136	0.346611	0.019325	0.184101	0.012262	0.001560	0.348349
up	0.001367	0.001880	0.001697	0.004933	0.008076	0.003619	0.004283	0.306560	0.054118	0.383032	0.025225	0.001518	0.203690
among	0.009742	0.011526	0.008398	0.008072	0.034778	0.012356	0.004947	0.168457	0.100830	0.211095	0.098065	0.004629	0.327104
anything	0.005754	0.003560	0.001551	0.007062	0.008002	0.002362	0.003626	0.028489	0.006777	0.095018	0.066344	0.007114	0.764341
.	0.028796	0.061569	0.003263	0.006379	0.074850	0.003169	0.001756	0.002474	0.002243	0.009997	0.071850	0.069518	0.664134
[SEP]	0.001506	0.001937	0.000234	0.000505	0.002538	0.000476	0.003415	0.000789	0.000399	0.002738	0.001976	0.000958	0.982527
