TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.244006	0.045080	0.005557	0.022523	0.228153	0.025371	0.024629	0.012954	0.016977	0.014724	0.031245	0.076408	0.252372
None	0.307735	0.010712	0.012395	0.018723	0.055446	0.003882	0.008382	0.004738	0.037006	0.048827	0.011023	0.117361	0.363771
of	0.145131	0.059587	0.016513	0.015156	0.080266	0.004841	0.003178	0.001071	0.012319	0.015882	0.018221	0.074633	0.553201
it	0.086640	0.235402	0.021801	0.034618	0.051544	0.018802	0.026261	0.033540	0.019053	0.091289	0.079942	0.128719	0.172388
is	0.159930	0.239092	0.018090	0.024071	0.153850	0.012681	0.011944	0.024733	0.014925	0.011745	0.037600	0.187710	0.103628
di	0.083918	0.008312	0.024526	0.031663	0.090534	0.024895	0.052389	0.017153	0.015912	0.038227	0.007480	0.080080	0.524909
##v	0.057284	0.014062	0.009547	0.023070	0.065774	0.064898	0.026136	0.021280	0.012103	0.020322	0.014042	0.060949	0.610535
##vied	0.094206	0.016862	0.019304	0.065261	0.134835	0.033962	0.086086	0.017917	0.070322	0.060181	0.040816	0.185798	0.174450
up	0.114227	0.125422	0.016400	0.065714	0.158586	0.061436	0.052192	0.047250	0.037762	0.047395	0.050789	0.085503	0.137326
among	0.112541	0.040741	0.015183	0.029792	0.029555	0.005388	0.031535	0.012580	0.081635	0.018015	0.124638	0.167284	0.331113
anything	0.075324	0.029042	0.007642	0.008228	0.037731	0.007894	0.024102	0.028199	0.021595	0.337553	0.018189	0.112434	0.292067
.	0.153790	0.034823	0.005479	0.016794	0.053535	0.004303	0.009936	0.005844	0.013193	0.050479	0.055872	0.155863	0.440088
[SEP]	0.017512	0.004914	0.001812	0.007584	0.003242	0.008845	0.003509	0.016233	0.003993	0.028204	0.009057	0.013190	0.881905
