TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.128723	0.003908	0.001689	0.012516	0.263401	0.008537	0.006883	0.010412	0.006094	0.006774	0.026331	0.059052	0.465679
None	0.036529	0.002365	0.006093	0.017069	0.002897	0.004101	0.007919	0.007826	0.002862	0.004428	0.005207	0.153125	0.749578
of	0.025778	0.001907	0.001091	0.008559	0.001074	0.001845	0.000983	0.002836	0.001650	0.002484	0.004511	0.084346	0.862936
it	0.199988	0.021113	0.009916	0.170068	0.004516	0.001545	0.004437	0.003480	0.011456	0.011863	0.026598	0.103980	0.431040
is	0.325489	0.039084	0.011181	0.016043	0.265694	0.031324	0.061315	0.030458	0.026013	0.004483	0.052938	0.074974	0.061003
di	0.047279	0.004397	0.003185	0.007340	0.018958	0.018799	0.012495	0.005242	0.001296	0.007196	0.010472	0.061013	0.802328
##v	0.022914	0.006695	0.001385	0.006109	0.006032	0.007561	0.004871	0.003652	0.000601	0.002155	0.006434	0.024047	0.907544
##vied	0.006055	0.000093	0.000347	0.002925	0.000023	0.000330	0.000284	0.000089	0.000267	0.003588	0.000431	0.031506	0.954062
up	0.040494	0.008336	0.005132	0.012155	0.005317	0.001466	0.001911	0.003527	0.001113	0.009019	0.006235	0.100746	0.804549
among	0.048953	0.002362	0.001994	0.015742	0.003539	0.002934	0.001278	0.002098	0.003383	0.002721	0.007500	0.081752	0.825744
anything	0.096697	0.005359	0.006183	0.020160	0.004179	0.002993	0.002802	0.002270	0.003656	0.009365	0.004123	0.080730	0.761485
.	0.088719	0.003803	0.005052	0.022391	0.014761	0.006667	0.004962	0.012005	0.004101	0.006178	0.013442	0.207059	0.610860
[SEP]	0.008816	0.007373	0.002158	0.005310	0.004177	0.007374	0.004871	0.005259	0.003601	0.012928	0.007696	0.019088	0.911350
